#   #http://vizier.u-strasbg.fr/viz-bin/VizieR-3?-source=J/AJ/155/196/table1
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-05-18T09:51:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5cdfd5143f99	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/AJ/155/196&tab:{J/AJ/155/196/table1}&key:source=J/AJ/155/196/table1&HTTPPRM:&&-ref=VIZ5cdfd5143f99&-out.max=unlimited&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/AJ/155/196/table1&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=EPIC&-out=RAJ2000&-out=DEJ2000&-out=Vmag&-out=Ksmag&-out=(V-Ks)u&-out=E(V-Ks)&-out=Ksmag0&-out=Per1&-out=Per2&-out=Per3&-out=Per4&-out=Disk&-out=SimbadName&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/AJ/155/196/table1
#-source=J/AJ/155/196/table1
#-out=EPIC
#-out=RAJ2000
#-out=DEJ2000
#-out=Vmag
#-out=Ksmag
#-out=(V-Ks)u
#-out=E(V-Ks)
#-out=Ksmag0
#-out=Per1
#-out=Per2
#-out=Per3
#-out=Per4
#-out=Disk
#-out=SimbadName
#

#RESOURCE=yCat_51550196
#Name: J/AJ/155/196
#Title: Analysis of K2 LCs for members of USco & {rho} Oph (Rebull+, 2018)
#Table	J_AJ_155_196_table1:
#Name: J/AJ/155/196/table1
#Title: Periods and supporting data for USco and {rho} Oph members with K2 light curves
#Column	EPIC	(I9)	[202499459/210282557] Ecliptic Plane Input Catalog identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	[4.57/19.1]? Apparent V band Vega magnitude	[ucd=phot.mag;em.opt.V]
#Column	Ksmag	(F5.2)	[2.24/16.75]? Apparent K_s_ band Vega magnitude	[ucd=phot.mag;em.IR.K]
#Column	(V-Ks)u	(F5.2)	[-0.41/18.3]? The (V-K_s_) color used (1)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	E(V-Ks)	(F5.2)	[0/36.36]? Adopted (V-K_s_) color excess (see Section 2.4)	[ucd=phot.color.excess]
#Column	Ksmag0	(F5.2)	[2.1/16.66]? Dereddened K_s_ band Vega magnitude	[ucd=phot.mag;em.IR.K]
#Column	Per1	(F7.4)	[0.0476/38.3933]? Primary period (taken to be the rotation period, see text)	[ucd=time.period]
#Column	Per2	(F7.4)	[0.0458/23.9255]? Secondary period	[ucd=time.period]
#Column	Per3	(F7.4)	[0.045/12.9722]? Tertiary period	[ucd=time.period]
#Column	Per4	(F7.4)	[0.0452/18.3921]? Quaternary period	[ucd=time.period]
#Column	Disk	(a5)	IR excess (disk) is present? (maybe, yes or no)	[ucd=meta.code]
#Column	SimbadName	(A14)	Simbad column added by the CDS	[ucd=meta.id]
EPIC	RAJ2000	DEJ2000	Vmag	Ksmag	(V-Ks)u	E(V-Ks)	Ksmag0	Per1	Per2	Per3	Per4	Disk	SimbadName
203892022	16 12 13.67	-24 31 37.1	     	10.11	 5.20	 0.70	10.02	17.1122	       	       	       	no   	
202709862	16 12 17.22	-28 39 08.5	     	11.30	 5.70	 0.05	11.29	 0.9952	 2.0106	       	       	no   	EPIC 202709862
202909059	16 12 18.20	-27 55 34.9	 4.57	 4.98	-0.41	 0.19	 4.95	 0.5314	       	       	       	no   	EPIC 202909059
205102553	16 12 18.44	-19 23 32.6	     	12.00	 7.00	 0.85	11.89	 1.8511	       	       	       	no   	
205150770	16 12 20.92	-19 09 04.3	     	 9.60	 5.37	 0.44	 9.55	 0.7553	       	       	       	no   	EPIC 205150770
205064383	16 12 21.83	-19 34 44.5	 7.64	 7.07	 0.57	 0.69	 6.98	       	       	       	       	yes  	EPIC 205064383
204651122	16 12 22.89	-21 27 16.1	     	12.03	 7.00	 0.73	11.94	 1.5999	       	       	       	yes  	EPIC 204651122
204928499	16 12 27.03	-20 13 25.2	     	12.29	 6.95	 0.40	12.24	 0.8877	       	       	       	no   	
204940701	16 12 27.36	-20 09 59.9	     	11.53	 6.81	 0.71	11.44	 1.7776	       	       	       	yes  	EPIC 204940701
202699293	16 12 30.76	-28 41 30.0	     	 9.39	 4.08	 0.70	 9.30	 6.8220	       	       	       	no   	
204986244	16 12 31.38	-19 57 06.6	     	 9.14	 3.39	 0.00	 9.14	       	       	       	       	no   	
210282525	16 12 33.53	-25 43 28.0	     	10.14	 6.74	 0.66	10.06	 3.7871	       	       	       	no   	
204581550	16 12 34.13	-21 44 50.4	     	11.33	 6.46	 1.02	11.20	 1.9128	       	       	       	yes  	EPIC 204581550
203775036	16 12 34.58	-24 58 34.5	     	11.04	 6.34	 1.11	10.90	 0.7490	       	       	       	no   	EPIC 203775036
204851310	16 12 35.31	-20 34 33.9	     	 9.30	 4.68	 0.72	 9.21	 3.8980	       	       	       	no   	
203063710	16 12 36.05	-27 23 03.0	11.21	 7.23	 3.98	 0.92	 7.11	       	       	       	       	no   	EPIC 203063710
205182200	16 12 39.16	-18 59 28.6	     	 9.11	 4.93	 1.38	 8.93	 3.2547	       	       	       	yes  	EPIC 205182200
204404080	16 12 39.53	-22 28 08.4	     	10.42	 5.48	 0.30	10.38	 1.9617	       	       	       	no   	EPIC 204404080
203577715	16 12 39.91	-25 39 54.5	     	10.36	 5.37	 0.00	10.36	 3.1754	       	       	       	maybe	
205013031	16 12 40.20	-19 49 30.6	     	11.29	 6.25	 0.45	11.23	 3.6251	       	       	       	no   	
205182220	16 12 40.50	-18 59 28.1	10.83	 7.49	 3.34	 0.70	 7.40	 1.5195	       	       	       	yes  	EPIC 205182220
205012599	16 12 41.23	-19 49 37.9	     	 8.90	 4.62	 0.59	 8.82	 3.6244	       	       	       	no   	EPIC 205012599
205080089	16 12 44.10	-19 30 10.3	 7.60	 6.94	 0.66	 0.78	 6.84	       	       	       	       	no   	EPIC 205080089
204245943	16 12 45.05	-23 05 30.4	     	12.46	 7.02	 0.52	12.40	 0.7543	       	       	       	no   	EPIC 204245943
204465961	16 12 46.81	-22 13 31.7	11.20	 8.03	 3.17	 0.70	 7.94	10.5243	       	       	       	no   	EPIC 204465961
204105498	16 12 46.91	-23 38 41.0	     	12.62	 7.21	 0.73	12.53	 0.2844	 0.2954	       	       	no   	EPIC 204105498
205167772	16 12 47.25	-19 03 53.3	     	11.75	 6.92	 1.12	11.60	 1.1876	       	       	       	no   	EPIC 205167772
205364526	16 12 48.92	-18 00 52.7	     	10.36	 5.72	 0.46	10.30	 2.9053	       	       	       	maybe	
204888409	16 12 48.96	-20 24 30.6	     	12.08	 6.32	 0.32	12.04	 1.3743	       	       	       	no   	
205253903	16 12 50.82	-18 36 59.6	     	 9.58	 4.87	 0.69	 9.49	       	       	       	       	no   	
204184435	16 12 52.65	-23 19 55.9	     	 9.04	 3.16	 0.70	 8.95	 4.2854	       	       	       	no   	
204185181	16 12 55.33	-23 19 45.6	 9.36	 7.29	 2.07	 0.49	 7.23	 5.1488	       	       	       	no   	EPIC 204185181
203678376	16 12 55.87	-25 18 58.3	     	10.78	 5.88	 0.27	10.75	       	       	       	       	no   	EPIC 203678376
203760219	16 13 02.34	-25 01 46.0	     	 9.43	 4.57	 0.70	 9.34	 2.3120	 2.0282	       	       	no   	EPIC 203760219
204279085	16 13 02.71	-22 57 44.4	11.81	 8.45	 3.36	 0.01	 8.45	 2.0873	       	       	       	no   	EPIC 204279085
205082248	16 13 03.05	-19 29 32.3	     	12.35	 7.12	 1.17	12.20	 1.7541	       	       	       	no   	EPIC 205082248
203448860	16 13 06.27	-26 06 10.9	     	10.85	 5.53	 0.75	10.75	 3.3749	       	       	       	yes  	
204812713	16 13 09.78	-20 44 59.2	     	 9.86	 5.78	 0.87	 9.75	 0.9239	       	       	       	no   	
204259310	16 13 09.82	-23 02 18.4	     	11.76	 6.29	 0.47	11.69	 1.3301	 1.5318	       	       	yes  	
205165965	16 13 09.96	-19 04 27.0	     	10.58	 6.64	 1.41	10.40	 1.7960	       	       	       	yes  	EPIC 205165965
203876392	16 13 10.07	-24 35 25.0	     	10.96	 5.80	 0.28	10.92	 1.9020	       	       	       	no   	
204210528	16 13 10.81	-23 13 51.7	     	11.61	 5.96	 0.00	11.61	 0.9870	       	       	       	no   	EPIC 204210528
204399980	16 13 11.58	-22 29 06.6	 8.86	 6.69	 2.17	 1.54	 6.49	       	       	       	       	yes  	EPIC 204399980
204491374	16 13 11.71	-22 07 25.6	     	11.21	 6.11	 0.35	11.17	 1.2445	       	       	       	maybe	
204247811	16 13 12.11	-23 05 03.1	     	13.01	 7.46	 0.08	13.00	 1.1542	       	       	       	no   	EPIC 204247811
204204545	16 13 12.15	-23 15 16.5	     	10.84	 5.65	 0.16	10.82	 1.7985	       	       	       	no   	EPIC 204204545
205457507	16 13 15.93	-17 27 33.5	     	 9.28	 3.96	 0.70	 9.19	       	       	       	       	no   	
202522205	16 13 17.37	-29 22 19.9	     	 8.91	 4.78	 0.39	 8.86	 6.1134	       	       	       	     	
202521690	16 13 18.44	-29 22 27.6	     	 9.22	 5.18	 0.70	 9.13	 6.1258	       	       	       	no   	
204468888	16 13 18.58	-22 12 48.9	10.43	 7.43	 3.00	 0.68	 7.34	 5.8472	       	       	       	no   	EPIC 204468888
204399319	16 13 20.53	-22 29 16.1	     	10.24	 4.97	 0.75	10.15	 3.9112	       	       	       	no   	EPIC 204399319
205373716	16 13 20.80	-17 57 52.1	     	 9.87	 5.83	 0.23	 9.84	 1.1268	 4.1193	       	       	     	
205373893	16 13 21.23	-17 57 49.1	     	10.05	 5.67	 0.70	 9.95	 1.1269	 4.1172	       	       	no   	
204615647	16 13 21.90	-21 36 13.9	     	 9.98	 5.46	 0.68	 9.89	       	       	       	       	yes  	EPIC 204615647
203048597	16 13 24.56	-27 26 13.4	15.30	 9.78	 5.52	 0.19	 9.76	 1.6084	 1.1654	       	       	no   	EPIC 203048597
205431266	16 13 25.75	-17 37 35.8	     	11.40	 5.67	 2.74	11.05	 0.3954	       	       	       	no   	EPIC 205431266
204393705	16 13 26.65	-22 30 35.1	     	12.58	 7.50	 0.66	12.50	 1.5319	       	       	       	no   	EPIC 204393705
205097920	16 13 28.08	-19 24 52.7	     	11.91	 7.37	 0.73	11.82	 1.5123	       	       	       	no   	EPIC 205097920
204222295	16 13 29.28	-23 11 07.5	11.66	 8.49	 3.17	 0.85	 8.39	 3.0944	       	       	       	yes  	EPIC 204222295
204813829	16 13 32.79	-20 44 41.3	     	10.13	 5.31	 0.57	10.05	 3.4158	       	       	       	maybe	
202931403	16 13 33.80	-27 50 54.4	     	11.90	 5.66	 0.59	11.83	       	       	       	       	no   	
204149252	16 13 34.76	-23 28 15.8	     	12.50	 6.65	 0.64	12.41	 0.9942	       	       	       	no   	EPIC 204149252
204156820	16 13 36.44	-23 26 27.0	     	 9.31	 5.14	 0.57	 9.23	 6.6082	 2.6159	       	       	no   	EPIC 204156820
204152030	16 13 36.46	-23 27 35.6	     	11.22	 6.23	 0.52	11.15	 1.8029	 0.8242	 1.0198	       	     	EPIC 204152030
203750883	16 13 36.50	-25 03 47.5	     	10.26	 4.87	 1.28	10.09	 1.1427	       	       	       	yes  	EPIC 203750883
204152441	16 13 36.87	-23 27 30.0	     	10.91	 5.58	 0.48	10.85	 1.8032	       	       	       	     	EPIC 204152441
203329658	16 13 37.92	-26 29 49.9	11.13	 7.78	 3.35	 1.32	 7.61	       	       	       	       	no   	EPIC 203329658
204525772	16 13 38.32	-21 58 52.0	     	11.00	 5.89	 0.32	10.96	 1.5467	       	       	       	no   	
203842665	16 13 38.39	-24 43 31.3	     	10.35	 5.67	 0.45	10.29	 1.2958	       	       	       	no   	
204439731	16 13 40.79	-22 19 45.9	     	13.67	 6.11	 0.70	13.58	 1.3364	       	       	       	no   	EPIC 204439731
204262828	16 13 42.63	-23 01 28.1	     	12.79	 7.26	 0.52	12.72	       	       	       	       	no   	EPIC 204262828
205225696	16 13 43.50	-18 45 52.8	     	10.52	 6.64	 1.46	10.33	 2.7027	 0.8882	       	       	no   	EPIC 205225696
204459941	16 13 43.66	-22 14 59.4	     	 9.11	 4.10	 0.31	 9.07	 4.6510	 3.6293	       	       	no   	EPIC 204459941
203881218	16 13 44.89	-24 34 14.7	     	10.26	 4.99	 0.60	10.18	 5.4121	       	       	       	no   	
203917770	16 13 45.49	-24 25 19.5	 6.43	 6.08	 0.35	 0.71	 5.99	 0.8479	 0.6991	 1.6779	       	no   	EPIC 203917770
205260089	16 13 47.50	-18 35 00.4	     	 9.91	 6.60	 1.55	 9.71	 7.4345	       	       	       	no   	EPIC 205260089
202947197	16 13 47.81	-27 47 33.9	 9.29	 8.01	 1.28	 0.27	 7.97	 0.6779	 0.7976	 0.7138	 0.3959	maybe	EPIC 202947197
203726323	16 13 48.79	-25 09 00.8	     	12.51	 7.20	 1.33	12.34	       	       	       	       	yes  	EPIC 203726323
203070560	16 13 51.88	-27 21 38.0	     	10.26	 4.69	 0.48	10.20	 3.6855	       	       	       	no   	
203777800	16 13 56.62	-24 57 56.9	     	10.15	 5.42	 0.47	10.09	 2.2766	 1.2544	       	       	no   	EPIC 203777800
202818196	16 13 58.11	-28 15 09.5	 7.94	 6.98	 0.96	 0.77	 6.88	 1.3633	 0.9399	       	       	no   	EPIC 202818196
205217412	16 13 58.14	-18 48 29.2	     	 9.88	 4.97	 0.47	 9.82	 2.0780	       	       	       	no   	EPIC 205217412
204264641	16 14 02.11	-23 01 02.2	     	 8.61	 2.97	 1.29	 8.44	 2.9909	       	       	       	no   	EPIC 204264641
205203953	16 14 02.26	-18 52 43.8	     	 9.04	 4.86	 0.96	 8.92	       	       	       	       	no   	
203534383	16 14 02.97	-25 48 53.3	     	11.71	 7.05	 0.83	11.60	 0.2784	 0.3234	       	       	no   	EPIC 203534383
203799762	16 14 03.79	-24 53 09.1	     	10.02	 4.60	 0.64	 9.94	 6.7609	 3.2142	       	       	no   	
203459091	16 14 04.91	-26 04 06.6	     	10.76	 6.11	 0.28	10.73	 0.7071	 0.7969	       	       	no   	
204449165	16 14 07.34	-22 17 32.1	     	 9.10	 4.90	 0.68	 9.02	 0.6176	       	       	       	no   	
205051240	16 14 07.92	-19 38 29.1	     	 7.72	 3.91	 2.62	 7.39	 5.2912	       	       	       	yes  	EPIC 205051240
204492163	16 14 08.95	-22 07 13.3	     	11.48	 5.99	 0.32	11.44	 0.5673	       	       	       	no   	
204449800	16 14 10.10	-22 17 23.7	     	 9.81	 6.91	 0.66	 9.72	 2.4480	 1.9503	       	       	no   	EPIC 204449800
204245509	16 14 11.07	-23 05 36.2	10.70	 7.46	 3.24	 1.96	 7.21	 2.7994	       	       	       	yes  	EPIC 204245509
205049683	16 14 12.17	-19 38 55.4	     	 9.03	 3.65	 0.00	 9.03	 4.2337	       	       	       	no   	
204442118	16 14 12.35	-22 19 13.3	     	10.63	 5.45	 0.48	10.57	 1.1418	       	       	       	no   	EPIC 204442118
203793637	16 14 12.58	-24 54 28.8	     	 9.89	 4.16	 0.20	 9.87	 7.9875	       	       	       	no   	
204332672	16 14 13.51	-22 44 58.0	     	11.42	 5.96	 0.33	11.38	 2.6312	       	       	       	no   	EPIC 204332672
205047378	16 14 13.81	-19 39 36.2	 9.61	 7.25	 2.36	 0.49	 7.19	 1.7999	 1.8897	       	       	no   	EPIC 205047378
203904156	16 14 19.73	-24 28 40.6	     	12.76	 7.60	 0.93	12.64	 0.3461	 0.2940	 0.2448	       	no   	EPIC 203904156
205158239	16 14 20.28	-19 06 48.3	14.01	 7.81	 6.20	 2.75	 7.46	 4.7843	       	       	       	yes  	EPIC 205158239
204488355	16 14 20.50	-22 08 09.7	 7.72	 6.88	 0.84	 0.65	 6.80	 0.0628	 0.0539	 0.1349	 0.0781	no   	EPIC 204488355
202955563	16 14 20.61	-27 45 49.7	     	13.43	 8.45	 1.59	13.23	 0.0984	 0.0656	       	       	no   	EPIC 202955563
204440603	16 14 23.11	-22 19 34.0	     	10.80	 6.67	 0.74	10.70	       	       	       	       	yes  	EPIC 204440603
205188906	16 14 28.92	-18 57 22.5	     	 9.47	 5.23	 0.40	 9.42	16.5182	 0.9908	       	       	yes  	EPIC 205188906
203532363	16 14 29.66	-25 49 18.7	     	11.09	 6.26	 0.98	10.96	 1.4984	       	       	       	no   	EPIC 203532363
202853972	16 14 31.99	-28 07 23.1	     	10.46	 5.40	 0.70	10.37	 8.6456	       	       	       	maybe	
204344180	16 14 32.87	-22 42 13.3	     	13.24	 7.89	 0.51	13.17	 1.8232	       	       	       	yes  	EPIC 204344180
204960156	16 14 33.63	-20 04 30.1	     	10.05	 5.65	 0.88	 9.93	 2.1008	       	       	       	no   	
205179845	16 14 33.67	-19 00 13.7	     	 8.26	 7.22	 5.04	 7.61	 2.5995	       	       	       	yes  	EPIC 205179845
204828211	16 14 36.38	-20 40 49.3	     	11.50	 5.62	 0.00	11.50	 0.7257	       	       	       	no   	
204177311	16 14 38.45	-23 21 37.5	     	10.59	 5.11	 0.70	10.50	 5.7441	       	       	       	no   	EPIC 204177311
203726701	16 14 39.18	-25 08 56.5	     	11.99	 6.24	 0.49	11.93	 1.6873	       	       	       	no   	
204926239	16 14 40.15	-20 14 03.0	 9.19	 7.07	 2.12	 1.42	 6.89	       	       	       	       	no   	EPIC 204926239
204408619	16 14 41.19	-22 27 05.6	     	10.87	 5.61	 0.00	10.87	 2.6303	       	       	       	no   	EPIC 204408619
203499175	16 14 41.24	-25 56 05.4	     	10.06	 5.35	 0.64	 9.98	 3.1705	       	       	       	no   	
203382255	16 14 42.64	-26 19 42.4	     	12.28	 6.41	 0.00	12.28	       	       	       	       	yes  	EPIC 203382255
203711274	16 14 42.69	-25 12 09.7	     	 9.34	 4.37	 0.71	 9.25	 3.5396	       	       	       	no   	
203017692	16 14 45.67	-27 32 43.2	     	 9.98	 4.94	 0.33	 9.94	 5.1131	       	       	       	no   	
204602579	16 14 49.88	-21 39 32.5	     	10.11	 5.15	 0.31	10.07	 4.9754	       	       	       	no   	
204130613	16 14 50.25	-23 32 39.9	     	 9.90	 5.25	 0.70	 9.81	       	       	       	       	yes  	EPIC 204130613
204231861	16 14 51.31	-23 08 51.8	     	11.64	 6.13	 0.70	11.55	 1.3501	       	       	       	yes  	EPIC 204231861
205061092	16 14 51.78	-19 35 40.5	     	12.37	 6.60	 0.93	12.25	       	       	       	       	yes  	EPIC 205061092
203703016	16 14 52.43	-25 13 52.7	     	10.45	 6.41	 0.71	10.36	 4.8533	 1.8508	       	       	yes  	EPIC 203703016
203083616	16 14 52.52	-27 18 55.9	     	12.81	 7.75	 0.70	12.72	 1.3477	       	       	       	yes  	EPIC 203083616
204235325	16 14 52.68	-23 08 02.7	     	 9.60	 5.44	 0.33	 9.56	24.0263	 2.0126	       	       	no   	EPIC 204235325
204426847	16 14 53.32	-22 22 49.1	 7.38	 7.03	 0.35	 0.47	 6.97	       	       	       	       	no   	EPIC 204426847
203747590	16 14 53.91	-25 04 30.9	     	11.25	 6.05	 0.55	11.18	 1.0397	       	       	       	no   	EPIC 203747590
204147295	16 14 57.49	-23 28 42.8	     	10.82	 5.51	 0.28	10.79	 2.7439	       	       	       	no   	EPIC 204147295
202933888	16 14 59.17	-27 50 22.8	11.20	 8.69	 2.52	 3.41	 8.25	 4.4022	       	       	       	yes  	EPIC 202933888
203770673	16 14 59.27	-24 59 31.0	     	11.09	 6.18	 0.69	11.00	 2.2908	       	       	       	yes  	EPIC 203770673
202533810	16 15 00.60	-29 19 34.8	     	 9.44	 4.91	 0.13	 9.42	 5.0373	 1.7281	       	       	no   	EPIC 202533810
203770366	16 15 05.24	-24 59 35.4	     	11.48	 6.59	 0.95	11.36	 1.8145	       	       	       	yes  	EPIC 203770366
203876897	16 15 08.08	-24 35 18.4	 8.43	 7.06	 1.37	 1.49	 6.87	 5.8037	       	       	       	yes  	EPIC 203876897
205209357	16 15 08.57	-18 51 01.0	     	 9.54	 5.43	 1.29	 9.37	11.3538	       	       	       	no   	EPIC 205209357
204079030	16 15 08.91	-23 45 05.2	     	11.34	 5.85	 0.28	11.30	 2.8320	       	       	       	no   	EPIC 204079030
204076987	16 15 09.28	-23 45 35.0	 9.48	 8.03	 1.45	 0.57	 7.96	 0.9278	       	       	       	no   	EPIC 204076987
204492384	16 15 10.44	-22 07 09.9	10.32	 8.54	 1.78	 0.69	 8.45	 0.8768	       	       	       	no   	EPIC 204492384
204172667	16 15 11.05	-23 22 42.6	     	 9.84	 4.54	 0.32	 9.80	 1.2698	       	       	       	no   	
203937768	16 15 11.15	-24 20 15.6	     	13.17	 7.37	 0.86	13.06	       	       	       	       	no   	EPIC 203937768
203938167	16 15 12.37	-24 20 09.4	     	12.13	 6.27	 0.39	12.08	 1.6151	       	       	       	yes  	EPIC 203938167
204189554	16 15 12.40	-23 18 45.3	     	 9.70	 4.42	 0.88	 9.59	13.8149	       	       	       	no   	
202906766	16 15 13.19	-27 56 04.0	     	11.07	 5.43	 0.28	11.04	 4.3445	 1.7560	       	       	no   	EPIC 202906766
204250417	16 15 13.61	-23 04 26.1	     	13.91	 7.56	 0.18	13.89	 1.3440	       	       	       	yes  	EPIC 204250417
204299578	16 15 15.18	-22 52 54.0	     	12.01	 6.45	 0.24	11.98	 0.7705	       	       	       	no   	
204078673	16 15 16.01	-23 45 10.7	     	11.33	 7.13	 0.52	11.26	 1.2379	       	       	       	no   	EPIC 204078673
205037489	16 15 17.74	-19 42 30.3	     	10.19	 5.46	 1.16	10.04	 6.0053	       	       	       	no   	
203576256	16 15 19.48	-25 40 12.2	     	 9.12	 4.89	 0.42	 9.07	 0.6985	       	       	       	no   	
203720901	16 15 21.87	-25 10 08.3	     	 9.09	 3.44	 0.00	 9.09	       	       	       	       	no   	
204584778	16 15 25.15	-21 44 01.5	     	11.78	 6.88	 0.61	11.70	 1.7439	       	       	       	yes  	
203816510	16 15 27.20	-24 49 27.4	     	11.51	 6.76	 1.07	11.37	 1.8192	       	       	       	yes  	
204355829	16 15 27.42	-22 39 27.7	     	10.49	 5.34	 0.34	10.45	 1.7239	       	       	       	no   	EPIC 204355829
203342257	16 15 27.49	-26 27 28.3	     	11.17	 5.98	 0.70	11.08	 3.0912	       	       	       	no   	
204202443	16 15 28.18	-23 15 44.3	     	12.34	 5.93	 0.70	12.25	 1.0752	       	       	       	no   	EPIC 204202443
203623026	16 15 32.12	-25 30 31.1	10.73	 8.24	 2.49	 1.00	 8.11	 2.6067	       	       	       	no   	EPIC 203623026
204939243	16 15 32.18	-20 10 23.9	13.98	 8.91	 5.07	 1.79	 8.68	 2.9124	       	       	       	yes  	EPIC 204939243
205198363	16 15 33.40	-18 54 25.1	     	11.27	 8.23	 2.23	10.98	 1.8996	       	       	       	yes  	
204342099	16 15 34.57	-22 42 42.4	12.68	 7.91	 4.78	 3.01	 7.52	       	       	       	       	yes  	EPIC 204342099
203370081	16 15 36.43	-26 22 09.1	     	10.24	 5.60	 0.40	10.19	 1.9101	 2.9277	       	       	no   	
204204414	16 15 36.47	-23 15 17.5	     	13.10	 6.30	 0.16	13.09	 0.6223	       	       	       	no   	EPIC 204204414
204092042	16 15 38.43	-23 41 56.1	     	11.34	 5.91	 1.17	11.19	 1.3857	       	       	       	no   	EPIC 204092042
205124381	16 15 39.13	-19 17 00.8	     	10.43	 7.51	 1.89	10.19	 1.3957	       	       	       	no   	EPIC 205124381
204621457	16 15 41.10	-21 34 46.4	     	11.70	 6.28	 0.45	11.65	 0.5626	       	       	       	no   	
205110000	16 15 44.16	-19 21 17.5	14.14	 8.40	 5.74	 3.48	 7.95	       	       	       	       	yes  	EPIC 205110000
205143329	16 15 47.32	-19 11 18.7	     	 9.68	 5.64	 1.31	 9.51	 5.4442	       	       	       	no   	
203122463	16 15 48.68	-27 10 54.9	     	11.88	 6.64	 0.76	11.79	 1.4668	 0.8599	       	       	no   	EPIC 203122463
204467371	16 15 49.13	-22 13 12.0	     	12.12	 6.14	 0.20	12.10	 1.8066	       	       	       	yes  	
204959839	16 15 50.52	-20 04 35.2	 8.10	 7.27	 0.83	 0.73	 7.17	       	       	       	       	no   	EPIC 204959839
204494046	16 15 51.62	-22 06 45.1	     	11.48	 5.63	 0.70	11.39	 1.7409	       	       	       	no   	
203920452	16 15 53.26	-24 24 38.1	     	10.35	 5.22	 0.26	10.31	 6.9137	       	       	       	no   	EPIC 203920452
203674308	16 15 53.97	-25 19 49.3	     	10.82	 5.72	 0.39	10.77	 3.5205	       	       	       	no   	
204204606	16 15 54.86	-23 15 14.9	     	10.33	 5.52	 0.21	10.30	 1.1482	 1.4869	       	       	no   	EPIC 204204606
203837965	16 15 55.07	-24 44 36.8	     	12.28	 7.55	 0.17	12.26	 2.0070	       	       	       	no   	EPIC 203837965
204143627	16 15 59.25	-23 29 36.2	     	11.31	 6.00	 0.35	11.27	 1.1250	       	       	       	no   	EPIC 204143627
205210347	16 15 59.84	-18 50 42.8	     	 8.43	 4.45	 0.98	 8.31	       	       	       	       	no   	
204162631	16 15 59.86	-23 25 04.5	     	 8.53	 3.62	 0.70	 8.44	 1.7742	       	       	       	no   	
204462739	16 16 00.80	-22 14 19.4	     	10.98	 6.56	 0.48	10.92	 1.2944	 0.9951	       	       	no   	EPIC 204462739
203894955	16 16 02.91	-24 30 54.8	     	 8.96	 4.95	 1.04	 8.83	 4.4286	       	       	       	no   	EPIC 203894955
204348630	16 16 02.95	-22 41 09.3	     	10.77	 5.92	 0.18	10.74	 1.1663	 1.0589	       	       	no   	EPIC 204348630
203731383	16 16 05.15	-25 07 56.3	     	10.76	 5.33	 0.78	10.66	 7.6418	       	       	       	no   	
204824257	16 16 08.55	-20 41 51.7	     	10.71	 5.71	 0.44	10.65	 3.0783	       	       	       	no   	
204554162	16 16 09.43	-21 51 46.8	     	 9.26	 4.00	 0.70	 9.17	 7.2161	       	       	       	no   	
204337881	16 16 09.45	-22 43 44.0	     	10.51	 5.09	 0.70	10.42	 9.4415	       	       	       	no   	EPIC 204337881
204154149	16 16 11.71	-23 27 05.2	     	11.00	 5.68	 0.29	10.97	 1.8865	       	       	       	no   	EPIC 204154149
204199333	16 16 11.83	-23 16 26.7	     	11.88	 6.01	 0.44	11.82	 0.8366	       	       	       	no   	EPIC 204199333
203895004	16 16 12.92	-24 30 54.3	     	10.00	 6.73	 1.27	 9.83	 2.6566	       	       	       	no   	EPIC 203895004
203840786	16 16 13.28	-24 43 57.5	     	 9.71	 5.62	 0.52	 9.64	 2.3881	       	       	       	no   	EPIC 203840786
203807479	16 16 14.87	-24 51 27.9	     	 8.62	 3.64	 0.00	 8.62	       	       	       	       	no   	
203433962	16 16 17.20	-26 09 10.2	     	 8.72	 4.51	 0.18	 8.70	 1.4825	 1.9664	       	       	no   	
204101029	16 16 17.93	-23 39 47.6	10.69	 8.10	 2.58	 0.48	 8.04	 2.6310	       	       	       	no   	EPIC 204101029
203565326	16 16 18.94	-25 42 28.9	     	 8.71	 5.19	 1.18	 8.56	 0.7929	       	       	       	no   	
204082531	16 16 20.10	-23 44 14.4	     	10.19	 5.81	 0.00	10.19	 0.6513	 0.4256	       	       	no   	EPIC 204082531
