#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-29T05:46:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5db7d22c0d7c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/558/A53&tab:{J/A+A/558/A53/index}&key:source=J/A+A/558/A53/index&HTTPPRM:&
#-source=J/A+A/558/A53/index
#-order=I
#-out=MWSC
#-out=Name
#-out=flag
#-out=Type
#-out=n_Type
#-out=Src
#-out=SType
#-out=N
#

#RESOURCE=yCat_35580053
#Name: J/A+A/558/A53
#Title: Milky Way global survey of star clusters. II. (Kharchenko+, 2013)
#Table	J_A_A_558_A53_index:
#Name: J/A+A/558/A53/index
#Title: List of MWSC objects
#Column	MWSC	(A4)	[1/3784] MWSC sequential number	[ucd=meta.record]
#Column	Name	(a17)	NGC, IC or other common designation	[ucd=meta.number]
#Column	flag	(A1)	Flag of confirmation/no confirmation (G5)	[ucd=meta.code.error]
#Column	Type	(A1)	[agmnrs] Object type (G1)	[ucd=src.class]
#Column	n_Type	(A1)	[oc] object/candidate	[ucd=meta.note]
#Column	Src	(A4)	Source for MWSC list and input parameters (G2)	[ucd=meta.bib]
#Column	SType	(A3)	Source object type (G3)	[ucd=src.class]
#Column	N	(I9)	Number of stars in MWSC sky area	[ucd=meta.number]
MWSC	Name	flag	Type	n_Type	Src	SType	N
2841	NGC_6568         	=	 	 	COCD	   	    75661
2842	ESO_522-05       	=	 	 	DIAS	   	    41309
2843	FSR_0051         	=	 	 	DIAS	irc	    35907
2844	NGC_6569         	=	g	o	HARR	glo	    39213
2845	NGC_6573         	=	r	c	DIAS	non	    39103
2846	FSR_0062         	=	 	 	FPOS	   	    26245
2847	vdBergh-Hagen_261	=	g	o	DREM	glo	    35720
2848	BDSB_115         	=	 	 	BIRN	irc	    20626
2849	W_33             	:	 	 	BIEM	irc	        0
2850	FSR_0046         	=	 	 	DIAS	irc	    27498
2851	BDSB_116         	=	 	 	BIRN	irc	    23431
2852	BDSB_114         	=	 	 	BIRN	irc	    15712
2853	Sgr_OB7          	=	a	o	COCD	ass	   132142
2854	FSR_0078         	=	 	 	FPOS	   	    13323
2855	FSR_0063         	=	 	 	FPOS	   	    24254
2856	FSR_0073         	=	 	 	FPOS	   	    17039
2857	Markarian_38     	=	 	 	COCD	   	    39785
2858	ASCC_94          	=	 	 	COCD	   	    78652
2859	Sgr_OB4          	:	a	o	MELN	ass	        0
2860	NGC_6583         	=	 	 	DIAS	   	    39354
2861	ASCC_95          	=	 	 	COCD	   	    72374
2862	ESO_335-05       	=	r	o	DIAS	dub	    13725
2863	FSR_0121         	=	r	c	FPOS	   	     6182
2864	FSR_0102         	=	 	 	FPOS	   	     8450
2865	Collinder_469    	=	 	 	DIAS	   	    29543
2866	BDSB_6           	:	 	 	BOPN	irc	        0
2867	BDSB_4           	:	n	o	BOPN	irc	        0
2868	NGC_6595         	:	n	o	DIAS	   	        0
2869	FSR_1757         	=	 	 	FPOS	   	    11027
2870	BDSB_5           	=	n	o	BOPN	irc	    33743
2871	Turner_4         	-	 	 	DIAS	   	        0
2872	Turner_2         	=	 	 	DIAS	   	    46291
2873	Trumpler_32      	=	 	 	DIAS	   	    94080
2874	NGC_6596         	=	 	 	COCD	   	    26978
2875	Turner_3         	=	 	 	DIAS	   	    38364
2876	Dias_5           	=	 	 	COCD	   	    39881
2877	BDSB_9           	:	n	o	BOPN	irc	        0
2878	NGC_6604         	=	 	 	COCD	   	    70937
2879	FSR_0146         	&	 	 	FPOS	   	        0
2880	Ser_OB2          	:	a	o	MELN	ass	        0
2881	FSR_0145         	=	r	o	FPOS	   	     7212
2882	NGC_6605         	=	r	o	DREM	ast	    49674
2883	NGC_6603         	=	 	 	COCD	   	    43973
2884	GLIMPSE02        	:	g	o	HARR	glo	        0
2885	NGC_6584         	=	g	o	HARR	glo	     9589
2886	NGC_6611         	=	n	o	COCD	   	    50281
2887	Alessi_19        	=	 	 	COCD	   	    30535
2888	ESO_522-16       	:	 	 	DIAS	dub	        0
2889	FSR_0108         	=	 	 	FPOS	   	    10547
2890	GGD_27           	:	 	 	BIEM	irc	        0
2891	FSR_0076         	=	 	 	FPOS	   	    21398
2892	NGC_6613         	=	n	o	COCD	   	    44836
2893	ASCC_96          	=	 	 	COCD	   	    37654
2894	FSR_0077         	=	 	 	FPOS	   	    20530
2895	NGC_6588         	=	r	o	DIAS	   	     5455
2896	NGC_6618         	=	n	o	COCD	   	    56522
2897	Ser_OB1          	:	a	o	MELN	ass	        0
2898	Kronberger_2     	=	 	 	DIAS	   	    29246
2899	Ruprecht_140     	-	s	o	DIAS	ast	        0
2900	Kharchenko_2     	=	 	 	DIAS	   	    31638
2901	Kronberger_25    	&	 	 	DIAS	   	        0
2902	Kharchenko_3     	&	 	 	DIAS	   	        0
2903	NGC_6625         	=	 	 	DIAS	   	    52636
2904	FSR_0120         	=	r	o	FPOS	   	     9644
2905	FSR_0119         	&	 	 	FPOS	   	        0
2906	NGC_6624         	=	g	o	HARR	glo	    28224
2907	Dolidze_52       	=	 	 	DIAS	   	    41606
2908	NGC_6626         	=	g	o	HARR	glo	    41770
2909	BDSB_8           	=	n	o	FPRO	   	    26459
2910	Trumpler_33      	=	 	 	COCD	   	    37752
2911	Sct_OB3          	=	a	o	MELN	ass	    38388
2912	Ruprecht_170     	=	 	 	DIAS	   	    45103
2913	Dolidze_28       	=	 	 	DIAS	   	    35929
2914	Mamajek_4        	=	 	 	DIAS	   	    30200
2915	Bica_3           	=	 	 	DIAS	   	    19291
2916	NGC_6631         	=	 	 	DIAS	   	    35028
2917	NGC_6633         	=	 	 	COCD	   	    37928
2918	MWC_297          	:	n	o	LLEM	emb	        0
2919	Sh2_62           	&	n	o	BIEM	irc	        0
2920	FSR_0116         	:	 	 	FPOS	   	        0
2921	FSR_0009         	=	 	 	FPOS	   	    21328
2922	IRAS_18262+0006  	:	n	o	BIEM	irc	        0
2923	FSR_0059         	=	 	 	DIAS	irc	    28506
2924	Serpens_Core_D   	&	 	 	BIEM	irc	        0
2925	Serpens_Core_C   	&	 	 	BIEM	irc	        0
2926	Serpens_SVS2     	&	 	 	LLEM	emb	        0
2927	Serpens_Core_A   	&	 	 	BIEM	irc	        0
2928	Serpens          	:	n	o	BIEM	irc	        0
2929	Serpens_SVS4     	&	 	 	BIEM	irc	        0
2930	FSR_0060         	=	 	 	FPOS	   	    33054
2931	FSR_0054         	=	 	 	DIAS	irc	    39252
2932	Dias_6           	=	 	 	DIAS	   	    39296
2933	NGC_6638         	=	g	o	HARR	glo	    29802
2934	NGC_6639         	=	 	 	COCD	   	    50975
2935	Ruprecht_141     	=	 	 	COCD	   	    34564
2936	NGC_6637         	=	g	o	HARR	glo	    26920
2937	Dolidze_29       	=	 	 	DREM	ast	    63707
2938	W_40             	:	n	o	BIEM	irc	        0
2939	NGC_6647         	=	r	o	DREM	ast	    37155
2940	IC_4725          	=	 	 	COCD	   	    92214
2941	NGC_6642         	=	g	o	HARR	glo	    30720
2942	FSR_0052         	=	 	 	DIAS	irc	    35001
2943	Ruprecht_142     	=	 	 	DIAS	   	    36886
2944	Ruprecht_171     	=	r	o	DIAS	   	    35475
2945	Ruprecht_143     	=	 	 	DIAS	   	    37085
2946	NGC_6645         	=	 	 	DIAS	   	    44597
2947	Dolidze_30       	=	 	 	DREM	ast	    33818
2948	IRAS_18306-0500  	=	 	 	BIEM	irc	    31289
2949	NGC_6649         	=	 	 	DIAS	   	    38697
2950	Ruprecht_144     	=	 	 	DIAS	   	    37655
2951	BDSB_119         	:	n	o	BIRN	irc	        0
2952	NGC_6659         	=	 	 	DREM	ast	     7434
2953	BDSB_121         	=	n	o	BIRN	irc	    21137
2954	BDSB_118         	:	n	o	BIRN	irc	        0
2955	BDSB_120         	:	n	o	BIRN	irc	        0
2956	BDSB_117         	=	n	o	BIRN	irc	    18432
2957	Dolidze_31       	=	 	 	DREM	ast	    27811
2958	FSR_0072         	=	 	 	FPRO	   	    27043
2959	Sct_OB2          	:	a	o	MELN	ass	        0
2960	NGC_6652         	=	g	o	HARR	glo	    20022
2961	NGC_6656         	=	g	o	HARR	glo	    65017
2962	NGC_6664         	=	 	 	DIAS	   	    19926
2963	ASCC_97          	=	 	 	COCD	   	    67286
2964	BDSB_122         	:	n	o	BIRN	irc	        0
2965	W_42             	=	n	o	BIEM	irc	     9593
2966	FSR_1782         	=	r	c	FPOS	   	    13557
2967	IC_4756          	=	 	 	COCD	   	   134616
2968	NGC_6682         	=	 	 	DREM	ast	    35444
2969	Stephenson_2     	=	 	 	DIAS	   	    26381
2970	Trumpler_34      	=	 	 	DIAS	   	    45096
2971	ESO_281-24       	=	 	 	DIAS	   	     8251
2972	Dolidze_32       	=	 	 	DIAS	   	    37818
2973	Dolidze_33       	=	 	 	DIAS	dub	    33062
2974	Palomar_8        	=	g	o	HARR	glo	    32955
2975	FSR_0065         	-	 	 	FPOS	   	        0
2976	Dolidze_34       	=	 	 	DIAS	dub	    20646
2977	NGC_6683         	=	 	 	DIAS	   	    37215
2978	Teutsch_145      	=	 	 	DIAS	   	    34272
2979	ASCC_98          	=	 	 	COCD	   	    44675
2980	Trumpler_35      	=	 	 	DIAS	   	    26969
2981	NGC_6681         	=	g	o	HARR	glo	    18848
2982	BDSB_124         	=	n	o	BIRN	irc	    21898
2983	FSR_1785         	=	r	c	FPOS	   	     9900
2984	BDSB_123         	:	n	o	BIRN	irc	        0
2985	Andrews-Lindsay_5	=	 	 	DIAS	   	    39364
2986	Berkeley_79      	=	 	 	DIAS	   	    30729
2987	NGC_6694         	=	 	 	COCD	   	    45587
2988	FSR_0069         	=	 	 	FPRO	   	    37535
2989	FSR_0087         	=	 	 	DIAS	irc	    29202
2990	BDSB_125         	=	 	 	BIRN	irc	    18920
2991	BDSB_10          	=	 	 	BOPN	irc	    24346
2992	FSR_0098         	=	 	 	DIAS	irc	    35467
2993	W_43             	=	n	o	BIEM	irc	    18448
2994	Iskudarian_1     	-	 	 	DREM	mog	        0
2995	NGC_6698         	=	 	 	DIAS	non	    17835
2996	Basel_1          	=	 	 	DIAS	   	    34669
2997	FSR_0089         	=	 	 	DIAS	irc	    32951
2998	GLIMPSE01        	:	g	o	HARR	glo	        0
2999	ASCC_99          	=	 	 	COCD	   	    33889
3000	FSR_0101         	=	 	 	DIAS	irc	    47302
3001	FSR_0101         	&	 	 	DIAS	irc	        0
3002	Czernik_38       	=	 	 	DIAS	   	    37549
3003	FSR_0094         	=	 	 	DIAS	irc	    25378
3004	FSR_0090         	=	r	c	DIAS	irc	    30646
3005	Ruprecht_145     	=	r	c	COCD	   	    33552
3006	FSR_0088         	=	 	 	FPRO	   	    53517
3007	NGC_6704         	=	 	 	DIAS	   	    37058
3008	NGC_6705         	=	 	 	COCD	   	    86433
3009	NGC_6709         	=	 	 	COCD	   	    34216
3010	Teutsch_146      	=	 	 	DIAS	   	    23417
3011	Collinder_394    	=	 	 	COCD	   	    38297
3012	Ruprecht_146     	=	 	 	DREM	ast	    19536
3013	BDSB_126         	:	n	o	BIRN	irc	        0
3014	NGC_6712         	=	g	o	HARR	glo	    37717
3015	FSR_1773         	=	r	o	FPOS	   	     7476
3016	BDSB_127         	=	n	o	BIRN	irc	    15741
3017	BDSB_128         	&	n	o	BIRN	irc	        0
3018	Stephenson_1     	=	 	 	COCD	   	    20315
3019	Berkeley_80      	=	 	 	DIAS	   	    41796
3020	NGC_6716         	=	 	 	COCD	   	    24979
3021	Archinal_1       	=	 	 	DIAS	   	    27200
3022	Poole_J1855+10.8 	=	 	 	DIAS	   	    19651
3023	NGC_6715         	=	g	o	HARR	glo	    16833
3024	NGC_6717         	=	g	o	HARR	glo	    16685
3025	Alessi_62        	=	 	 	DIAS	   	    20005
3026	Poole_J1856+10.8 	=	 	 	DIAS	   	    18771
3027	BDSB_130         	:	 	 	BIRN	irc	        0
3028	ESO_524-01       	=	r	c	DIAS	   	    11766
3029	NGC_6724         	=	 	 	DIAS	non	    20704
3030	BDSB_129         	:	n	o	BIRN	irc	        0
3031	FSR_0034         	=	 	 	FPOS	   	    11820
3032	NGC_6728         	=	 	 	COCD	   	    26771
3033	NGC_6723         	=	g	o	HARR	glo	    13269
3034	NGC_6735         	=	 	 	DIAS	non	    43965
3035	NGC_6738         	=	 	 	COCD	   	    31367
3036	NGC_6743         	=	 	 	DIAS	non	    10660
3037	FSR_0037         	=	 	 	FPOS	   	    16006
3038	ASCC_100         	=	 	 	COCD	   	    15648
3039	Berkeley_81      	=	 	 	DIAS	   	    34808
3040	W_48             	-	 	 	BIEM	irc	        0
3041	R_CrA            	:	n	o	LLEM	emb	        0
3042	NGC_6737         	=	 	 	DIAS	non	    19113
3043	FSR_0100         	=	 	 	DIAS	irc	    28664
3044	ESO_397-01       	=	 	 	DIAS	   	     8580
3045	Berkeley_42      	&	g	o	DREM	glo	        0
3046	NGC_6749         	=	g	o	HARR	glo	    37626
3047	Alessi_56        	=	 	 	DIAS	   	    28444
3048	SGR_1900+14      	:	 	 	BIEM	irc	        0
3049	Juchert_3        	=	 	 	DIAS	   	    36719
3050	Czernik_39       	=	 	 	DIAS	   	    34315
3051	NGC_6755         	=	 	 	DIAS	   	    49741
3052	NGC_6756         	=	 	 	DIAS	   	    33668
3053	BDSB_11          	=	 	 	BOPN	irc	    26246
3054	FSR_0107         	=	 	 	DIAS	irc	    28908
3055	FSR_0067         	=	 	 	FPOS	   	    15529
3056	BDSB_132         	:	n	o	BIRN	irc	        0
3057	W_49A-southwest  	&	n	o	BIEM	irc	        0
3058	W_49A            	:	n	o	BIEM	irc	        0
3059	W_49A-east       	&	n	o	BIEM	irc	        0
3060	BDSB_131         	=	n	o	BIRN	irc	    18573
3061	BDSB_133         	:	n	o	BIRN	irc	        0
3062	NGC_6752         	=	g	o	HARR	glo	    12447
3063	Riddle_15        	=	 	 	DIAS	   	    18513
3064	NGC_6760         	=	g	o	HARR	glo	    37551
3065	Berkeley_82      	=	 	 	DIAS	   	    34216
3066	FSR_0124         	=	 	 	DIAS	irc	    24800
3067	FSR_0123         	=	 	 	DIAS	irc	    35058
3068	BDSB_134         	:	n	o	BIRN	irc	        0
3069	BDSB_135         	:	n	o	BIRN	irc	        0
3070	ASCC_101         	=	 	 	COCD	   	    26478
3071	ESO_282-26       	=	r	o	DIAS	rem	     6945
3072	BDSB_136         	=	n	o	BIRN	irc	    18013
3073	G_45.45+0.06     	:	n	o	BIEM	irc	        0
3074	NGC_6773         	-	s	o	DIAS	non	        0
3075	Berkeley_43      	=	 	 	DIAS	   	    30696
3076	BDSB_137         	=	n	o	BIRN	irc	    14598
3077	NGC_6779         	=	g	o	HARR	glo	    13731
3078	Ruprecht_147     	=	 	 	COCD	   	   164082
3079	NGC_6775         	=	 	 	DIAS	non	    19642
3080	ESO_231-30       	=	r	o	DIAS	   	     4618
3081	FSR_0149         	=	 	 	FPOS	   	    13717
3082	Berkeley_44      	=	 	 	DIAS	   	    33542
3083	Terzan_7         	=	g	o	HARR	glo	     5100
3084	Palomar_10       	=	g	o	HARR	glo	    30485
3085	ESO_141-47       	=	 	 	DIAS	rem	     3677
3086	Berkeley_45      	=	 	 	DIAS	   	    35365
3087	ESO_337-23       	=	r	c	DIAS	   	     5123
3088	NGC_6791         	=	 	 	DIAS	   	    11654
3089	Alessi_57        	=	r	c	DIAS	   	    29317
3090	FSR_0209         	=	 	 	FPOS	   	     6441
3091	FSR_0126         	=	 	 	DIAS	irc	    27910
3092	BDSB_138         	&	n	o	BIRN	irc	        0
3093	BDSB_139         	=	n	o	BIRN	irc	    20351
3094	BDSB_140         	&	n	o	BIRN	irc	        0
3095	Juchert_1        	=	 	 	DIAS	   	    27781
3096	BDSB_141         	=	n	o	BIRN	irc	    18278
3097	BDSB_142         	&	n	o	BIRN	irc	        0
3098	NGC_6793         	=	 	 	COCD	   	    41123
3099	BDSB_143         	=	n	o	BIRN	irc	    17752
3100	BDSB_144         	&	n	o	BIRN	irc	        0
3101	BDSB_145         	:	n	o	BIRN	irc	        0
3102	BDSB_147         	&	n	o	BIRN	irc	        0
3103	BDSB_146         	:	n	o	BIRN	irc	        0
3104	BDSB_152         	:	n	o	BIRN	irc	        0
3105	BDSB_148         	&	n	o	BIRN	irc	        0
3106	BDSB_150         	:	n	o	BIRN	irc	        0
3107	BDSB_149         	&	n	o	BIRN	irc	        0
3108	BDSB_151         	=	n	o	BIRN	irc	    17035
3109	BDSB_153         	&	n	o	BIRN	irc	        0
3110	BDSB_154         	:	n	o	BIRN	irc	        0
3111	BDSB_155         	:	n	o	BIRN	irc	        0
3112	FSR_0134         	=	r	o	DIAS	irc	    25812
3113	King_25          	=	 	 	DREM	ast	    36010
3114	BDSB_13          	=	n	o	BOPN	irc	    24401
3115	ASCC_102         	=	 	 	COCD	   	    18124
3116	Kronberger_13    	=	 	 	DIAS	   	    28003
3117	Dolidze_35       	=	 	 	DIAS	dub	    27078
3118	Collinder_399    	-	s	o	DREM	ast	        0
3119	FSR_0110         	=	r	o	FPOS	   	    18306
3120	FSR_0118         	=	 	 	DIAS	irc	    23800
3121	BDSB_157         	=	 	 	BIRN	irc	    17042
3122	NGC_6795         	-	s	o	DREM	ast	        0
3123	FSR_0129         	=	 	 	DIAS	irc	    26189
3124	NGC_6800         	=	 	 	COCD	   	    30687
3125	ESO_525-08       	=	 	 	DIAS	   	     7164
3126	Berkeley_47      	=	 	 	DIAS	   	    27065
3127	Arp_2            	=	g	o	HARR	glo	     5078
3128	King_26          	=	 	 	DIAS	   	    26859
3129	Teutsch_40       	=	 	 	DIAS	   	    24354
3130	FSR_0133         	=	 	 	DIAS	irc	    50549
3131	FSR_0070         	=	r	c	FPOS	   	     9983
3132	Teutsch_42       	=	 	 	DIAS	   	    24284
3133	BDSB_12          	:	 	 	BOPN	irc	        0
3134	NGC_6802         	=	 	 	DIAS	   	    36858
3135	FSR_0131         	=	 	 	DIAS	irc	    29432
3136	FSR_0083         	=	 	 	FPOS	   	     7627
3137	BDSB_156         	=	 	 	BIRN	irc	    23564
3138	Kronberger_79    	=	 	 	DIAS	   	    26283
3139	FSR_0142         	=	 	 	DIAS	irc	    32152
3140	Stock_1          	=	 	 	COCD	   	    66424
3141	ASCC_103         	=	 	 	COCD	   	    24348
3142	FSR_0193         	=	r	o	FPOS	   	     8352
3143	NGC_6811         	=	 	 	COCD	   	     8913
3144	Teutsch_27       	=	 	 	DIAS	   	    26763
3145	FSR_0148         	=	 	 	FPOS	   	    27283
3146	Collinder_401    	:	 	 	DIAS	non	        0
3147	ASCC_104         	=	 	 	COCD	   	    83208
3148	Kronberger_3     	=	 	 	DREM	ast	    12755
3149	Saurer_5         	=	 	 	DIAS	   	    21930
3150	NGC_6809         	=	g	o	HARR	glo	    12730
3151	Kronberger_31    	=	 	 	DIAS	   	    25220
3152	FSR_0132         	=	 	 	FPOS	   	    21785
3153	BDSB_14          	:	 	 	BOPN	irc	        0
3154	NGC_6815         	-	s	o	DREM	ast	        0
3155	NGC_6819         	=	 	 	DIAS	   	    14168
3156	Terzan_8         	=	g	o	HARR	glo	     4138
3157	ASCC_105         	=	 	 	COCD	   	    90026
3158	Mandushev_1      	-	s	o	DREM	ast	        0
3159	Skiff_J1942+38.6 	=	 	 	DIAS	   	    15878
3160	Collinder_404    	-	 	 	DIAS	   	        0
3161	Czernik_40       	=	 	 	DIAS	   	    35354
3162	Teutsch_43       	=	 	 	DIAS	   	    18927
3163	NGC_6823         	=	 	 	COCD	   	    36254
3164	ASCC_106         	=	 	 	COCD	   	    40544
3165	FSR_0332         	:	 	 	FPOS	   	        0
3166	FSR_0160         	=	 	 	DIAS	irc	    26614
3167	Vul_OB1          	:	a	o	MELN	ass	        0
3168	Turner_9         	=	 	 	COCD	   	   113494
3169	Roslund_1        	=	 	 	COCD	   	    21526
3170	Kronberger_4     	=	 	 	DIAS	   	    25244
3171	Palomar_11       	=	g	o	HARR	glo	     8680
3172	Turner_8         	=	n	o	DIAS	   	    27632
3173	Roslund_2        	=	 	 	COCD	   	    40783
3174	Kronberger_5     	=	 	 	DREM	ast	    26254
3175	Sh2_87E          	&	 	 	LLEM	emb	        0
3176	BDSB_158         	&	 	 	BIRN	irc	        0
3177	Dolidze_53       	=	 	 	DIAS	ass	    33158
3178	Sh2_88B          	=	n	o	LLEM	emb	    28350
3179	FSR_0085         	=	r	o	FPOS	   	     6370
3180	Teutsch_7        	=	 	 	DIAS	   	    28343
3181	FSR_0154         	=	 	 	DIAS	irc	    33438
3182	FSR_0158         	=	 	 	DIAS	irc	    26230
3183	NGC_6832         	=	r	o	DIAS	non	     3861
3184	Turner_1         	=	 	 	DIAS	   	    25285
3185	ASCC_107         	=	 	 	COCD	   	    37822
3186	NGC_6827         	=	 	 	DIAS	   	    22697
3187	BDSB_15          	=	 	 	BOPN	irc	    19426
3188	Dias_7           	=	 	 	DIAS	   	    26098
3189	Vul_OB4          	:	a	o	MELN	ass	        0
3190	NGC_6828         	=	 	 	COCD	   	    18041
3191	NGC_6830         	=	 	 	COCD	   	    35043
3192	Czernik_41       	=	 	 	DIAS	   	    21807
3193	Saurer_6         	=	 	 	DIAS	   	    22285
3194	FSR_0182         	=	 	 	DIAS	irc	    25216
3195	Dias_8           	=	r	c	DIAS	   	    12755
3196	FSR_0143         	=	 	 	FPOS	   	    29271
3197	NGC_6834         	=	 	 	DIAS	   	    29195
3198	Harvard_20       	=	 	 	DIAS	   	    24354
3199	NGC_6837         	=	 	 	DIAS	non	    12110
3200	NGC_6838         	=	g	o	HARR	glo	    34209
3201	ASCC_108         	=	r	o	COCD	   	    18773
3202	ASCC_109         	=	 	 	COCD	   	    54685
3203	NGC_6839         	=	r	o	DIAS	non	    21746
3204	BDSB_16          	=	r	o	BOPN	irc	    22796
3205	NGC_6840         	=	 	 	DIAS	non	    12142
3206	NGC_6843         	=	 	 	DIAS	non	    11128
3207	NGC_6846         	=	 	 	DIAS	   	    22033
3208	NGC_6847         	-	 	 	DIAS	   	        0
3209	SAI_132          	=	 	 	DIAS	   	    32150
3210	FSR_0165         	=	 	 	DIAS	irc	    31959
3211	Kronberger_52    	=	 	 	DIAS	   	    23946
3212	Loiano_1         	=	r	o	DIAS	   	    23605
3213	Roslund_3        	=	 	 	COCD	   	    22010
3214	BDSB_17          	:	 	 	BOPN	irc	        0
3215	NGC_6856         	=	r	c	DIAS	   	     4648
3216	Berkeley_49      	=	 	 	DIAS	   	    24516
3217	Patchick_89      	=	r	o	DIAS	   	     6957
3218	FSR_0172         	=	 	 	FPRO	   	    24565
3219	FSR_0163         	=	r	o	DIAS	irc	    23734
3220	Kronberger_68    	=	 	 	DIAS	   	    27757
3221	BDSB_18          	=	 	 	BOPN	irc	    21390
3222	Toepler_1        	=	 	 	DIAS	   	    23304
3223	Berkeley_83      	=	 	 	DIAS	   	    24541
3224	FSR_0162         	=	 	 	DIAS	irc	    19190
3225	K3_50B           	:	n	o	BIEM	irc	        0
3226	NGC_6857         	:	n	o	BIEM	irc	        0
3227	Kronberger_69    	=	 	 	DIAS	   	    37467
3228	FSR_0188         	=	 	 	DIAS	irc	    26635
3229	Teutsch_8        	=	 	 	DIAS	   	    20055
3230	FSR_0198         	&	 	 	DIAS	irc	        0
3231	Dolidze_36       	=	r	o	COCD	   	    12382
3232	FSR_0198         	=	 	 	DIAS	irc	    27433
3233	NGC_6858         	=	 	 	DIAS	non	     9926
3234	ASCC_110         	=	 	 	COCD	   	    47800
3235	Dolidze_37       	=	 	 	DIAS	   	    26302
3236	FSR_0241         	=	r	o	FPOS	   	     8586
3237	Kronberger_54    	=	 	 	DIAS	   	    25549
3238	NGC_6859         	-	 	 	DREM	ast	        0
3239	NGC_6866         	=	 	 	COCD	   	    13735
3240	Dias_11          	-	s	o	DREM	ast	        0
3241	Berkeley_84      	=	 	 	DIAS	   	    26797
3242	Alessi_10        	=	 	 	COCD	   	     7495
3243	DB2001_4         	:	 	 	BIEM	irc	        0
3244	FSR_0167         	=	 	 	DIAS	irc	    20052
3245	IC_4955          	-	n	o	BIEM	irc	        0
3246	Roslund_4        	=	n	o	DIAS	   	    32343
3247	ESO_461-38       	=	r	c	DIAS	   	     3669
3248	NGC_6863         	-	s	o	DREM	ast	        0
3249	FSR_0136         	=	 	 	FPOS	   	     9041
3250	FSR_0190         	=	 	 	DIAS	irc	    24204
3251	Dolidze_38       	=	 	 	COCD	   	    19395
3252	Dol-Dzim_10      	=	 	 	DIAS	   	    11107
3253	NGC_6871         	=	 	 	COCD	   	    45206
3254	NGC_6864         	=	g	o	HARR	glo	     3770
3255	Kronberger_28    	=	 	 	DIAS	   	    21010
3256	Cyg_OB3          	:	a	o	MELN	ass	        0
3257	Basel_6          	=	 	 	DIAS	   	    18271
3258	FSR_0192         	=	 	 	DIAS	irc	    25539
3259	IRAS_20050+2720C 	&	 	 	BIEM	irc	        0
3260	IRAS_20050+2720B 	:	 	 	BIEM	irc	        0
3261	IRAS_20050+2720A 	&	 	 	BIEM	irc	        0
3262	Biurakan_1       	=	 	 	COCD	   	    37895
3263	NGC_6873         	=	 	 	DIAS	non	    14160
3264	FSR_0170         	=	 	 	DIAS	irc	    16785
3265	FSR_0112         	=	r	o	FPOS	   	     5212
3266	FSR_0114         	:	 	 	FPOS	   	        0
3267	Biurakan_2       	=	 	 	COCD	   	    35872
3268	Dolidze_1        	=	 	 	DIAS	   	    19365
3269	FSR_0189         	=	 	 	DIAS	irc	    24420
3270	Dolidze_2        	=	 	 	DIAS	dub	    14213
3271	IC_1311          	=	 	 	DIAS	   	    20199
3272	Roslund_5        	=	 	 	COCD	   	    75216
3273	Berkeley_50      	=	 	 	DIAS	   	    39213
3274	ASCC_111         	=	a	c	COCD	   	    71280
3275	NGC_6883         	=	 	 	COCD	   	    30836
3276	Ruprecht_172     	=	 	 	COCD	   	    30137
3277	Collinder_416    	&	 	 	DIAS	   	        0
3278	NGC_6882         	=	 	 	COCD	   	    28580
3279	FSR_0174         	=	 	 	FPOS	   	    17390
3280	Berkeley_51      	=	 	 	DIAS	   	    33709
3281	AH03_J2011+26.7  	&	 	 	DIAS	   	        0
3282	NGC_6885         	=	 	 	DIAS	   	    20400
3283	Kronberger_72    	=	 	 	DIAS	   	    17504
3284	FSR_0178         	&	 	 	DIAS	irc	        0
3285	FSR_0178         	=	 	 	DIAS	irc	    18348
3286	FSR_0166         	=	 	 	FPOS	   	    17280
3287	Kronberger_73    	=	 	 	DIAS	   	    16089
3288	Berkeley_52      	=	 	 	DIAS	   	    18447
3289	Cyg_OB8          	:	a	o	MELN	ass	        0
3290	FSR_0219         	=	 	 	DIAS	irc	    15521
3291	Patchick_75      	=	 	 	DIAS	   	    26886
3292	Dolidze_3        	=	 	 	DIAS	   	    26248
3293	FSR_0259         	-	 	 	FPOS	   	        0
3294	Dolidze_39       	=	 	 	DIAS	   	    26666
3295	ASCC_112         	=	 	 	COCD	   	    14945
3296	NGC_6895         	=	r	o	DREM	ast	    12629
3297	IC_4996          	=	 	 	COCD	   	    34500
3298	FSR_0195         	=	 	 	DIAS	irc	    23372
3299	Melotte_227      	=	r	o	DREM	ast	     5032
3300	vdBergh_130      	=	 	 	DIAS	   	    19930
3301	Feibelman_1      	=	 	 	DIAS	   	    20050
3302	Dolidze_4        	&	 	 	DIAS	dub	        0
3303	Dolidze_40       	=	 	 	DIAS	   	    23652
3304	Kronberger_74    	=	 	 	DIAS	   	    16515
3305	Collinder_419    	=	 	 	COCD	   	    25626
3306	FSR_0232         	=	r	c	DIAS	irc	    16371
