#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-29T05:47:47 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5db7d26d1df0	
#INFO	-out.max=unlimited	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/558/A53&tab:{J/A+A/558/A53/notes}&key:source=J/A+A/558/A53/notes&HTTPPRM:&
#-source=J/A+A/558/A53/notes
#-order=I
#-out=MWSC
#-out=Name
#-out=flag
#-out=Type
#-out=n_Type
#-out=Note
#

#RESOURCE=yCat_35580053
#Name: J/A+A/558/A53
#Title: Milky Way global survey of star clusters. II. (Kharchenko+, 2013)
#Table	J_A_A_558_A53_notes:
#Name: J/A+A/558/A53/notes
#Title: Notes to MWSC objects
#Column	MWSC	(A4)	[1/3784] MWSC sequential number	[ucd=meta.record]
#Column	Name	(a17)	NGC, IC or other common designation	[ucd=meta.id]
#Column	flag	(A1)	[&:=-] Flag of confirmation/no confirmation (G5)	[ucd=meta.code.error]
#Column	Type	(A1)	[agmnrs] Object type (G1)	[ucd=src.class]
#Column	n_Type	(A1)	[oc] object/candidate	[ucd=meta.note]
#Column	Note	(a52)	Text of note	[ucd=meta.note]
MWSC	Name	flag	Type	n_Type	Note
2851	BDSB_116         	=	 	 	
2852	BDSB_114         	=	 	 	In Radio-source W_33C.
2853	Sgr_OB7          	=	a	o	Center is shifted to 18.2480h,-20.320d; parameters
2853	Sgr_O            	 	 	 	have been changed compared to COCD.
2854	FSR_0078         	=	 	 	
2855	FSR_0063         	=	 	 	
2856	FSR_0073         	=	 	 	
2857	Markarian_38     	=	 	 	Center is shifted to 18.2580h,-19.015d.
2858	ASCC_94          	=	 	 	
2859	Sgr_OB4          	:	a	o	Large association, pipeline is not applicable;
2859	Sgr_O            	 	 	 	Markarian_38 is central cluster.
2860	NGC_6583         	=	 	 	
2861	ASCC_95          	=	 	 	Sparse; age has been changed compared to COCD.
2862	ESO_335-05       	=	r	o	Sparse.
2863	FSR_0121         	=	r	c	
2864	FSR_0102         	=	 	 	
2865	Collinder_469    	=	 	 	Reddening and age have been strongly changed
2865	Colli            	 	 	 	compared to Dias.
2866	BDSB_6           	:	 	 	Shows weak spatial concentration, but neither clear
2866	BDSB_            	 	 	 	RDP, MED, nor CMD.
2867	BDSB_4           	:	n	o	Shows spatial concentration, but neither clearMED,
2867	BDSB_            	 	 	 	nor CMD; PMs are poor/absent due to crowding.
2868	NGC_6595         	:	n	o	Heavely reddened; not seen in 2MAst.
2869	FSR_1757         	=	 	 	
2870	BDSB_5           	=	n	o	In HII region RCW_153; strongly and variable
2870	BDSB_            	 	 	 	reddening; deformed RDP; stars/PMs are poor/absent
2870	BDSB_            	 	 	 	due to crowding.
2871	Turner_4         	-	 	 	AH: Not a real cluster (Turner et al. 1993, p.128).
2871	Turne            	 	 	 	SIMBAD: not a true cluster; disorder with
2871	Turne            	 	 	 	coordinates: Dec. diffes by 1/4 deg in diferent
2871	Turne            	 	 	 	sources.
2872	Turner_2         	=	 	 	C 1814-191a; Classical Cepheid WZ_Sgr cluster;
2872	Turne            	 	 	 	disorder with coordinates: Dec. diffes by 1/4 deg in
2872	Turne            	 	 	 	diferent sources; center is shifted to 18.2820h,
2872	Turne            	 	 	 	-19.065d (near to WZ_Sgr).
2873	Trumpler_32      	=	 	 	Center is shifted to 18.2865h,-13.330d.
2874	NGC_6596         	=	 	 	
2875	Turner_3         	=	 	 	C 1814-191b; part of Sgr_OB4; disorder with
2875	Turne            	 	 	 	coordinates: Dec. diffes by 1/4 deg in diferent
2875	Turne            	 	 	 	sources; center is shifted to 18.2880h,-19.120d
2875	Turne            	 	 	 	(to coordinates of SIMBAD and AH).
2876	Dias_5           	=	 	 	Sparse; parameters have been changed compared to
2876	Dias_            	 	 	 	COCD.
2877	BDSB_9           	:	n	o	Shows weak spatial concentration, but neither clear
2877	BDSB_            	 	 	 	RDP, MED, nor CMD.
2878	NGC_6604         	=	 	 	Central cluster in association Ser_OB2; parameters
2878	NGC_6            	 	 	 	have been changed compared to COCD.
2879	FSR_0146         	&	 	 	Part of FSR_0145.
2880	Ser_OB2          	:	a	o	Large association, pipeline is not applicable;
2880	Ser_O            	 	 	 	NGC_6604 is central cluster.
2881	FSR_0145         	=	r	o	
2882	NGC_6605         	=	r	o	Variable reddening.
2883	NGC_6603         	=	 	 	In M_24; stars/PMs are poor/absent due to crowding;
2883	NGC_6            	 	 	 	parameters have been changed compared to COCD.
2884	GLIMPSE02        	:	g	o	GLIMPSE_C02; strong and variable reddening;
2884	GLIMP            	 	 	 	uncertain RDP and CMD.
2885	NGC_6584         	=	g	o	PMs in center are poor/absent due to crowding.
2886	NGC_6611         	=	n	o	M_16; center is shifted to 18.3115h,-13.780d; strong
2886	NGC_6            	 	 	 	and variable reddening; stars/PMs are poor/absent
2886	NGC_6            	 	 	 	due to crowding.
2887	Alessi_19        	=	 	 	Nearby; sparse.
2888	ESO_522-16       	:	 	 	Shows weak spatial concentration, but neither clear
2888	ESO_5            	 	 	 	RDP, MED, nor CMD.
2889	FSR_0108         	=	 	 	
2890	GGD_27           	:	 	 	Strong and variable reddening; not seen in 2MAst;
2890	GGD_2            	 	 	 	PMs are poor/absent due to crowding.
2891	FSR_0076         	=	 	 	Overlaps with FSR_0077.
2892	NGC_6613         	=	n	o	M_18; strong and variable reddening.
2893	ASCC_96          	=	 	 	Ferrero_1; nearby; sparse.
2894	FSR_0077         	=	 	 	Center is shifted to 18.3355h,-4.086d; overlaps with
2894	FSR_0            	 	 	 	FSR_0076.
2895	NGC_6588         	=	r	o	
2896	NGC_6618         	=	n	o	M_17; center is shifted to 18.3430h,-16.150d; strong
2896	NGC_6            	 	 	 	and variable reddening; stars/PMs are poor/absent
2896	NGC_6            	 	 	 	due to crowding; distance and age have been changed
2896	NGC_6            	 	 	 	compared to COCD.
2897	Ser_OB1          	:	a	o	Large multicenter association, pipeline is not
2897	Ser_O            	 	 	 	applicable.
2898	Kronberger_2     	=	 	 	Strong and variable reddening; PMs are poor/absent
2898	Kronb            	 	 	 	due to crowding.
2899	Ruprecht_140     	-	s	o	
2900	Kharchenko_2     	=	 	 	Strong and variable reddening; parameters have been
2900	Kharc            	 	 	 	changed compared to Kharchenko and Schilbch 1995,
2900	Kharc            	 	 	 	AN 316, 91.
2901	Kronberger_25    	&	 	 	Part of Kharchenko_2.
2902	Kharchenko_3     	&	 	 	Part of Kharchenko_2.
2903	NGC_6625         	=	 	 	Sparse; strong and variable reddening; PMs are
2903	NGC_6            	 	 	 	poor/absent due to crowding.
2904	FSR_0120         	=	r	o	Center is shifted to 18.3845h,+15.850d;
2904	FSR_0            	 	 	 	together with FSR_0119 forms one cluster.
2905	FSR_0119         	&	 	 	Together with FSR_0120 forms one cluster .
2906	NGC_6624         	=	g	o	PMs in center are poor/absent due to crowding.
2907	Dolidze_52       	=	 	 	Sparse, poor RDP.
2908	NGC_6626         	=	g	o	M_28; PMs in center are poor/absent due to crowding.
2909	BDSB_8           	=	n	o	In HII region G18.143-0.289; strong and variable
2909	BDSB_            	 	 	 	reddening; PMs are poor/absent due to crowding; poor
2909	BDSB_            	 	 	 	RDP.
2910	Trumpler_33      	=	 	 	Stars/PMs are poor/absent due to crowding; RDP is
2910	Trump            	 	 	 	deformed; reddening and distance have been changed
2910	Trump            	 	 	 	compared to COCD.
2911	Sct_OB3          	=	a	o	Center is shifted to 18.4130h,-14.200d; probably it
2911	Sct_O            	 	 	 	is central part of association only.
2912	Ruprecht_170     	=	 	 	Center is shifted to 18.4245h,-10.015d.
2913	Dolidze_28       	=	 	 	The brightest member is WR.
2914	Mamajek_4        	=	 	 	Nearby; sparse.
2915	Bica_3           	=	 	 	Strong and variable reddening; PMs are poor/absent
2915	Bica_            	 	 	 	due to crowding; RDP is deformed.
2916	NGC_6631         	=	 	 	Strong and variable reddening; PMs are poor/absent
2916	NGC_6            	 	 	 	due to crowding; RDP is deformed.
2917	NGC_6633         	=	 	 	PMs in center are poor/absent due to crowding; RDP
2917	NGC_6            	 	 	 	is deformed.
2918	MWC_297          	:	n	o	Stellar group; very strong and variable reddening;
2918	MWC_2            	 	 	 	stars/PMs are poor/absent due to crowding; not seen
2918	MWC_2            	 	 	 	in 2MAst.
2919	Sh2_62           	&	n	o	Coincides with MWC_297.
2920	FSR_0116         	:	 	 	Shows weak spatial concentration, but neither clear
2920	FSR_0            	 	 	 	RDP, MED, nor CMD.
2921	FSR_0009         	=	 	 	
2922	IRAS_18262+0006  	:	n	o	Shows weak spatial concentration, but neither clear
2922	IRAS_            	 	 	 	RDP, MED, nor CMD.
2923	FSR_0059         	=	 	 	Strong and variable reddening; RDP is deformed.
2924	Serpens_Core_D   	&	 	 	Part of Serpens; stars/PMs are poor/absent due to
2924	Serpe            	 	 	 	crowding; not seen in 2MAst.
2925	Serpens_Core_C   	&	 	 	Part of Serpens; stars/PMs are poor/absent due to
2925	Serpe            	 	 	 	crowding; not seen in 2MAst.
2926	Serpens_SVS2     	&	 	 	Part of Serpens; stars/PMs are poor/absent due to
2926	Serpe            	 	 	 	crowding; not seen in 2MAst.
2927	Serpens_Core_A   	&	 	 	Coincides with Serpens.
2928	Serpens          	:	n	o	Strong and variable reddening; PMs are poor/absent
2928	Serpe            	 	 	 	due to crowding; shows spatial concentration, but
2928	Serpe            	 	 	 	neither clear RDP, MED, nor CMD.
2929	Serpens_SVS4     	&	 	 	Part of Serpens; stars/PMs are poor/absent due to
2929	Serpe            	 	 	 	crowding; shows spatial concentration, but neither
2929	Serpe            	 	 	 	clear RDP, MED, nor CMD.
2930	FSR_0060         	=	 	 	Center is shifted to 18.5030h,-11.500d; strong and
2930	FSR_0            	 	 	 	variable reddening.
2931	FSR_0054         	=	 	 	
2932	Dias_6           	=	 	 	Overlaps with Ruprecht_141.
2933	NGC_6638         	=	g	o	PMs in center are poor/absent due to crowding.
2934	NGC_6639         	=	 	 	Nearby; sparse.
2935	Ruprecht_141     	=	 	 	Strong and variable reddening; RDP is deformed;
2935	Rupre            	 	 	 	parameters have been changed compared to COCD;
2935	Rupre            	 	 	 	overlaps with Dias_6.
2936	NGC_6637         	=	g	o	M_69; PMs in center are poor/absent due to crowding.
2937	Dolidze_29       	=	 	 	Dias: asterism; NKh: young cluster.
2938	W_40             	:	n	o	Strong and variable reddening; PMs in center are
2938	W_40             	 	 	 	poor/absent due to crowding.
2939	NGC_6647         	=	r	o	Poorly seen in the rich bachground.
2940	IC_4725          	=	 	 	M_25; nearby; sparse.
2941	NGC_6642         	=	g	o	PMs in center are poor/absent due to crowding; poor
2941	NGC_6            	 	 	 	RDP.
2942	FSR_0052         	=	 	 	The brightest member is B7 IB.
2943	Ruprecht_142     	=	 	 	Overlaps with Ruprecht_143.
2944	Ruprecht_171     	=	r	o	Center is shifted to 18.5350h,-16.010d.
2945	Ruprecht_143     	=	 	 	Overlaps with Ruprecht_142.
2946	NGC_6645         	=	 	 	Sparse, center is shifted to 18.5420h,-16.910d.
2947	Dolidze_30       	=	 	 	Dias: asterism; NKh: middle-age cluster.
2948	IRAS_18306-0500  	=	 	 	
2949	NGC_6649         	=	 	 	Center is shifted to 18.5560h,-10.400d; age has been
2949	NGC_6            	 	 	 	changed compared to Dias.
2950	Ruprecht_144     	=	 	 	
2951	BDSB_119         	:	n	o	In HII region; PMs in center are poor/absent due to
2951	BDSB_            	 	 	 	crowding; shows spatial concentration, but neither
2951	BDSB_            	 	 	 	clear MED, nor CMD.
2952	NGC_6659         	=	 	 	Dias: asterism; NKh: old cluster; center is shifted
2952	NGC_6            	 	 	 	to 18.5690h,+23.599d.
2953	BDSB_121         	=	n	o	In HII region G24.467+0.489; PMs in center are
2953	BDSB_            	 	 	 	poor/absent due to crowding.
2954	BDSB_118         	:	n	o	In HII region; PMs in center are poor/absent due to
2954	BDSB_            	 	 	 	crowding; shows spatial concentration, but neither
2954	BDSB_            	 	 	 	clear MED, nor CMD.
2955	BDSB_120         	:	n	o	PMs in center are poor/absent due to crowding; not
2955	BDSB_            	 	 	 	seen in 2MAst.
2956	BDSB_117         	=	n	o	In HII region G22.760-0.458.
2957	Dolidze_31       	=	 	 	Dias: asterism; NKh: young cluster.
2958	FSR_0072         	=	 	 	It is seen through dense clouds; RDP is deformed.
2959	Sct_OB2          	:	a	o	Multicenter association, pipeline is not applicable.
2960	NGC_6652         	=	g	o	PMs in center are poor/absent due to crowding.
2961	NGC_6656         	=	g	o	M_22; PMs in center are poor/absent due to crowding.
2962	NGC_6664         	=	 	 	With classical Cepheid EV Sct; disorder with
2962	NGC_6            	 	 	 	coordinates: Dias: 18.6103h,-7.800d; WEBDA (in
2962	NGC_6            	 	 	 	accordance with Arp 1958, ApJ 128, 166: 18.6117h,
2962	NGC_6            	 	 	 	-8.217d; center is shifted to 18.6088h,-8.210d;
2962	NGC_6            	 	 	 	variable reddening, poor RDP; looks like as hole in
2962	NGC_6            	 	 	 	clouds.
2963	ASCC_97          	=	 	 	Alessi_40; nearby; sparse.
2964	BDSB_122         	:	n	o	In HII region; PMs in center are poor/absent due to
2964	BDSB_            	 	 	 	crowding; shows spatial concentration, but neither
2964	BDSB_            	 	 	 	clear MED, nor CMD.
2965	W_42             	=	n	o	In HII region; PMs in center are poor/absent due to
2965	W_42             	 	 	 	crowding; RDP is deformed.
2966	FSR_1782         	=	r	c	
2967	IC_4756          	=	 	 	Stars/PMs in center are poor/absent due to crowding;
2967	IC_47            	 	 	 	RDP is deformed.
2968	NGC_6682         	=	 	 	Dias: asterism; NKh: young cluster.
2969	Stephenson_2     	=	 	 	Very strong and variable reddening; parameters have
2969	Steph            	 	 	 	been changed compared to Dias.
2970	Trumpler_34      	=	 	 	
2971	ESO_281-24       	=	 	 	
2972	Dolidze_32       	=	 	 	Sparse; center is shifted to 18.6870h,-4.035d.
2973	Dolidze_33       	=	 	 	Sparse; center is shifted to 18.6872h,-4.373d; PMs
2973	Dolid            	 	 	 	are poor/absent due to crowding.
2974	Palomar_8        	=	g	o	ESO 591-12; center is shifted to 18.6916h,-19.830d;
2974	Palom            	 	 	 	PMs in center are poor/absent due to crowding.
2975	FSR_0065         	-	 	 	Shows weak spatial concentration, but neither clear
2975	FSR_0            	 	 	 	RDP, MED, nor CMD; probably it is absorption hole.
2976	Dolidze_34       	=	 	 	
2977	NGC_6683         	=	 	 	
2978	Teutsch_145      	=	 	 	Parameters have been strongly changed compared to
2978	Teuts            	 	 	 	Dias.
2979	ASCC_98          	=	 	 	Nearby; sparse; center is shifted to 18.7110h,
2979	ASCC_            	 	 	 	-33.650d.
2980	Trumpler_35      	=	 	 	Disorder with coordinates: Lynga, Dias, WEBDA:
2980	Trump            	 	 	 	Dec= -4d 08',  AH,DeepSB, NKh: -4d 13'; center is
2980	Trump            	 	 	 	shifted to 18.7165h,-4.230d; PMs in center are
2980	Trump            	 	 	 	poor/absent due to crowding.
2981	NGC_6681         	=	g	o	M_70; PMs in center are poor/absent due to crowding.
2982	BDSB_124         	=	n	o	In HII region G28.801+0.174.
2983	FSR_1785         	=	r	c	
2984	BDSB_123         	:	n	o	In G28.295-0.377; deeply embedded; not seen in
2984	BDSB_            	 	 	 	2MAst.
2985	Andrews-Lindsay_5	=	 	 	Poor RDP; WEBDA: May not be a true cluster.
2986	Berkeley_79      	=	 	 	Center is shifted to 8.7490h,-1.155d; coordinates
2986	Berke            	 	 	 	and age have been strongly changed compared to Dias.
2987	NGC_6694         	=	 	 	
2988	FSR_0069         	=	 	 	Strong and variable reddening; poor RDP.
2989	FSR_0087         	=	 	 	
2990	BDSB_125         	=	 	 	
2991	BDSB_10          	=	 	 	In HII region G28.983-0.603; strong and variable
2991	BDSB_            	 	 	 	reddening; PMs in center are poor/absent due to
2991	BDSB_            	 	 	 	crowding.
2992	FSR_0098         	=	 	 	Center is shifted to 18.7935h,+0.607d.
2993	W_43             	=	n	o	In SuperNova Remnant G030.8-00.0.
2994	Iskudarian_1     	-	 	 	Postulated (Iskudarian, 1961) cluster of white
2994	Iskud            	 	 	 	dwarfs V 16...20 ove 2x1 deg area.
2995	NGC_6698         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh: old
2995	NGC_6            	 	 	 	cluster; center is shifted to 18.7983h,-25.877d.
2996	Basel_1          	=	 	 	
2997	FSR_0089         	=	 	 	Center is shifted to 18.8122h,-3.519d.
2998	GLIMPSE01        	:	g	o	GLIMPSE_C01; PMs are poor/absent due to crowding;
2998	GLIMP            	 	 	 	strong and variable reddening; uncertain RDP and
2998	GLIMP            	 	 	 	CMD.
2999	ASCC_99          	=	 	 	Sparse; distance has been changed compared to COCD.
3000	FSR_0101         	=	 	 	Age has been changed compared to Dias.
3001	FSR_0101         	&	 	 	Duplicated by 3001_FSR_0101.
3002	Czernik_38       	=	 	 	Center is shifted to 18.8298h,+4.960d.
3003	FSR_0094         	=	 	 	
3004	FSR_0090         	=	r	c	
3005	Ruprecht_145     	=	r	c	Nearby; sparse; age has been changed compared to
3005	Rupre            	 	 	 	COCD.
3006	FSR_0088         	=	 	 	
3007	NGC_6704         	=	 	 	
3008	NGC_6705         	=	 	 	M_11.
3009	NGC_6709         	=	 	 	
3010	Teutsch_146      	=	 	 	Center is shifted to 18.8575h,+0.175d.
3011	Collinder_394    	=	 	 	Nearby; sparse.
3012	Ruprecht_146     	=	 	 	Dias: asterism; NKh: old cluster.
3013	BDSB_126         	:	n	o	Strong and variable reddening; not seen in 2MAst.
3014	NGC_6712         	=	g	o	PMs in center are poor/absent due to crowding.
3015	FSR_1773         	=	r	o	Sparse.
3016	BDSB_127         	=	n	o	In HII (ionised) region G45.475+0.130; strong and
3016	BDSB_            	 	 	 	variable reddening.
3017	BDSB_128         	&	n	o	Part of BDSB_127.
3018	Stephenson_1     	=	 	 	Delta_Lyr.
3019	Berkeley_80      	=	 	 	Parameters have been changed compared to Dias.
3020	NGC_6716         	=	 	 	Center is shifted to 18.9095h,-19.885d.
3021	Archinal_1       	=	 	 	
3022	Poole_J1855+10.8 	=	 	 	Center is shifted to 18.9190h,+10.775d.
3023	NGC_6715         	=	g	o	M_54; PMs in center are poor/absent due to crowding.
3024	NGC_6717         	=	g	o	Palomar_9; ESO 523-14; PMs are poor/absent due to
3024	NGC_6            	 	 	 	crowding and light pollution from star 35 Sgr
3024	NGC_6            	 	 	 	(K1 Ib-II, K=1.901).
3025	Alessi_62        	=	 	 	Center is shifted to 18.9310h,+21.619d.
3026	Poole_J1856+10.8 	=	 	 	
3027	BDSB_130         	:	 	 	Shows spatial concentration, but neither clear MED,
3027	BDSB_            	 	 	 	nor CMD.
3028	ESO_524-01       	=	r	c	
3029	NGC_6724         	=	 	 	Center is shifted to 18.9450h,+10.415d.
3030	BDSB_129         	:	n	o	Strong and variable reddening; not seen in 2MAst.
3031	FSR_0034         	=	 	 	
3032	NGC_6728         	=	 	 	
3033	NGC_6723         	=	g	o	PMs in center are poor/absent due to crowding.
3034	NGC_6735         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh:
3034	NGC_6            	 	 	 	middle-age cluster.
3035	NGC_6738         	=	 	 	Nearby; sparse; age has been changed compared to
3035	NGC_6            	 	 	 	COCD.
3036	NGC_6743         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh:
3036	NGC_6            	 	 	 	middle-age cluster; center is shifted to 19.0205h,
3036	NGC_6            	 	 	 	+29.314d.
3037	FSR_0037         	=	 	 	Sparse.
3038	ASCC_100         	=	 	 	Nearby, sparse.
3039	Berkeley_81      	=	 	 	
3040	W_48             	-	 	 	SNR G035.2-01.8 - SuperNova Remnant; no signature of
3040	W_48             	 	 	 	a cluster is observed.
3041	R_CrA            	:	n	o	Heavely reddened; PMs are poor/absent due to
3041	R_CrA            	 	 	 	crowding; not seen in 2MAst.
3042	NGC_6737         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh:
3042	NGC_6            	 	 	 	middle-age cluster.
3043	FSR_0100         	=	 	 	
3044	ESO_397-01       	=	 	 	
3045	Berkeley_42      	&	g	o	Coincides with globular NGC_6749.
3046	NGC_6749         	=	g	o	Berkeley_42; PMs in center are poor/absent due to
3046	NGC_6            	 	 	 	crowding.
3047	Alessi_56        	=	 	 	
3048	SGR_1900+14      	:	 	 	Shows spatial concentration, but neither clear MED,
3048	SGR_1            	 	 	 	nor CMD.
3049	Juchert_3        	=	 	 	
3050	Czernik_39       	=	 	 	Strong and variable reddening; center is shifted to
3050	Czern            	 	 	 	19.1255h,+4.333d; probably it is clump in corona of
3050	Czern            	 	 	 	NGC_6755.
3051	NGC_6755         	=	 	 	Strong and variable reddening; reddening has been
3051	NGC_6            	 	 	 	strongly changed compared to Dias.
3052	NGC_6756         	=	 	 	Center is shifted to 19.1458h,+4.717d; PMs in center
3052	NGC_6            	 	 	 	are poor/absent due to crowding.
3053	BDSB_11          	=	 	 	Strong and variable reddening; PMs in center are
3053	BDSB_            	 	 	 	poor/absent due to crowding.
3054	FSR_0107         	=	 	 	
3055	FSR_0067         	=	 	 	Center is shifted to 19.1605h,-13.900d.
3056	BDSB_132         	:	n	o	Shows spatial concentration, but neither clear MED,
3056	BDSB_            	 	 	 	nor CMD.
3057	W_49A-southwest  	&	n	o	Part of W_49A.
3058	W_49A            	:	n	o	Molecular Cloud; shows spatial concentration, but
3058	W_49A            	 	 	 	neither clear MED, nor CMD.
3059	W_49A-east       	&	n	o	Part of W_49A.
3060	BDSB_131         	=	n	o	In G42.108-0.623.
3061	BDSB_133         	:	n	o	Shows spatial concentration, but neither clear MED,
3061	BDSB_            	 	 	 	nor CMD.
3062	NGC_6752         	=	g	o	PMs in center are poor/absent due to crowding.
3063	Riddle_15        	=	 	 	PMs in center are poor/absent due to crowding.
3064	NGC_6760         	=	g	o	PMs in center are poor/absent due to crowding.
3065	Berkeley_82      	=	 	 	Center is shifted to 19.1890h,+13.096d; age has been
3065	Berke            	 	 	 	changed compared to Dias.
3066	FSR_0124         	=	 	 	Disorder with coordinates: Dias gives for FSR_0124
3066	FSR_0            	 	 	 	coordinates of FSR_0123; center is shifted to
3066	FSR_0            	 	 	 	19.1155h,+13.245d.
3067	FSR_0123         	=	 	 	
3068	BDSB_134         	:	n	o	In HII region 44.125+00.136; not seen in 2MAst.
3069	BDSB_135         	:	n	o	In HII region 44.125+00.136; not seen in 2MAst.
3070	ASCC_101         	=	 	 	Nearby; sparse; center is shifted to 19.2235h,
3070	ASCC_            	 	 	 	+36.335d; the 5 brightest members are A0.
3071	ESO_282-26       	=	r	o	Sparse; center is shifted to 19.2290h,-42.630d.
3072	BDSB_136         	=	n	o	In HII (ionised) region G45.475+0.130.
3073	G_45.45+0.06     	:	n	o	HII (ionised) region; not seen in 2MAst.
3074	NGC_6773         	-	s	o	Shows weak spatial concentration, but neither clear
3074	NGC_6            	 	 	 	RDP, MED, nor CMD.
3075	Berkeley_43      	=	 	 	Center is shifted to 19.2585h,+11.265d.
3076	BDSB_137         	=	n	o	In HII (ionised) region G45.824-0.284.
3077	NGC_6779         	=	g	o	M_56; PMs in center are poor/absent due to crowding.
3078	Ruprecht_147     	=	 	 	Center is shifted to 19.2728h,-16.250d.
3079	NGC_6775         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh:
3079	NGC_6            	 	 	 	middle-age cluster.
3080	ESO_231-30       	=	r	o	Center is shifted to 19.2840h,-51.480d.
3081	FSR_0149         	=	 	 	
3082	Berkeley_44      	=	 	 	
3083	Terzan_7         	=	g	o	Poor.
3084	Palomar_10       	=	g	o	PMs in center are poor/absent due to crowding.
3085	ESO_141-47       	=	 	 	Center is shifted to 19.3042h,-57.900d.
3086	Berkeley_45      	=	 	 	Center is shifted to 19.3187h,+15.722h.
3087	ESO_337-23       	=	r	c	
3088	NGC_6791         	=	 	 	Berkeley_46; PMs in center are poor/absent due to
3088	NGC_6            	 	 	 	crowding.
3089	Alessi_57        	=	r	c	Center is shifted to 19.3483h,+15.685d.
3090	FSR_0209         	=	 	 	
3091	FSR_0126         	=	 	 	Center is shifted to 19.3510h,+13.765d.
3092	BDSB_138         	&	n	o	Clump in corona of BDSB_139.
3093	BDSB_139         	=	n	o	Strong and variable reddening; PMs in center are
3093	BDSB_            	 	 	 	poor/absent due to crowding; it is involved in the
3093	BDSB_            	 	 	 	SuperNova Remnant W_51.
3094	BDSB_140         	&	n	o	Clump in corona of BDSB_139.
3095	Juchert_1        	=	 	 	
3096	BDSB_141         	=	n	o	Strong and variable reddening; it is involved in the
3096	BDSB_            	 	 	 	SuperNova Remnant W_51.
3097	BDSB_142         	&	n	o	Part of BDSB_143.
3098	NGC_6793         	=	 	 	Reddening and distance have been changed compared
3098	NGC_6            	 	 	 	to COCD.
3099	BDSB_143         	=	n	o	Strong and variable reddening; it is involved in the
3099	BDSB_            	 	 	 	SuperNova Remnant W_51.
3100	BDSB_144         	&	n	o	Part of BDSB_143.
3101	BDSB_145         	:	n	o	Shows spatial concentration, but neither clear MED,
3101	BDSB_            	 	 	 	nor CMD.
3102	BDSB_147         	&	n	o	Part of BDSB_151.
3103	BDSB_146         	:	n	o	Not seen in 2MAst.
3104	BDSB_152         	:	n	o	Not seen in 2MAst.
3105	BDSB_148         	&	n	o	Part of BDSB_151.
3106	BDSB_150         	:	n	o	Not seen in 2MAst.
3107	BDSB_149         	&	n	o	Part of BDSB_151.
3108	BDSB_151         	=	n	o	Strong and variable reddening; it is involved in the
3108	BDSB_            	 	 	 	SuperNova Remnant W_51.
3109	BDSB_153         	&	n	o	Part of BDSB_154.
3110	BDSB_154         	:	n	o	Shows spatial concentration, but neither clear MED,
3110	BDSB_            	 	 	 	nor CMD.
3111	BDSB_155         	:	n	o	Shows spatial concentration, but neither clear MED,
3111	BDSB_            	 	 	 	nor CMD.
3112	FSR_0134         	=	r	o	Sparse.
3113	King_25          	=	 	 	
3114	BDSB_13          	=	n	o	In G55.114+2.422; PMs in center are poor/absent due
3114	BDSB_            	 	 	 	to crowding.
3115	ASCC_102         	=	 	 	Center is shifted to 19.4115h,+29.960d.
3116	Kronberger_13    	=	 	 	Center is shifted to 19.4210h,+13.948d.
3117	Dolidze_35       	=	 	 	Sparse.
3118	Collinder_399    	-	s	o	
3119	FSR_0110         	=	r	o	
3120	FSR_0118         	=	 	 	Sparse.
3121	BDSB_157         	=	 	 	Strong and variable reddening.
3122	NGC_6795         	-	s	o	
3123	FSR_0129         	=	 	 	Sparse.
3124	NGC_6800         	=	 	 	Very sparse; poor RDP.
3125	ESO_525-08       	=	 	 	Center is shifted to 19.4530h,-23.590d.
3126	Berkeley_47      	=	 	 	Center is shifted to 19.4745h,+17.360d.
3127	Arp_2            	=	g	o	
3128	King_26          	=	 	 	
3129	Teutsch_40       	=	 	 	Center is shifted to 19.4895h,+23.300d.
3130	FSR_0133         	=	 	 	Center is shifted to 19.4958h,+15.553d.
3131	FSR_0070         	=	r	c	Sparse.
3132	Teutsch_42       	=	 	 	Age has been strongly changed compared to Dias.
3133	BDSB_12          	:	 	 	Shows spatial concentration, but neither clear MED,
3133	BDSB_            	 	 	 	nor CMD; PMs in center are poor/absent due to
3133	BDSB_            	 	 	 	crowding.
3134	NGC_6802         	=	 	 	Center is shifted to 19.5101h,+20.272d.
3135	FSR_0131         	=	 	 	
3136	FSR_0083         	=	 	 	PMs in center are poor/absent due to crowding.
3137	BDSB_156         	=	 	 	Center is shifted to 19.5290h,+18.680d.
3138	Kronberger_79    	=	 	 	PMs in center are poor/absent due to crowding.
3139	FSR_0142         	=	 	 	
3140	Stock_1          	=	 	 	Center is shifted to 19.5970h,+25.175d.
