#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-02-28T04:30:48 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e587b34af16	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/860/43&tab:{J/ApJ/860/43/table4}&key:source=J/ApJ/860/43/table4&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/860/43/table4
#-order=I
#-out=Set
#-out=Name
#-out=Assoc
#-out=r_SpT
#-out=SpT
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=Dist
#-out=r_RVel
#-out=RVel
#-out=HR1
#-out=NUVmag
#-out=Gmag
#-out=Jmag
#-out=IRex
#-out=r_Known
#-out=Known
#-out=r_Li
#-out=Bin
#-out=rvCat
#-out=Gaia
#Gaia=Gaia
#-out=2M
#2M=2M
#-out=SimbadName
#

#RESOURCE=yCat_18600043
#Name: J/ApJ/860/43
#Title: BANYAN. XII. New members from Gaia-Tycho data (Gagne+, 2018)
#Table	J_ApJ_860_43_table4:
#Name: J/ApJ/860/43/table4
#Title: Candidate members recovered in this work
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Set	(A4)	Subset (1)	[ucd=meta.note]
#Column	Name	(a17)	Star Name	[ucd=meta.id;meta.main]
#Column	Assoc	(a6)	Association short name (2)	[ucd=meta.id.parent]
#Column	r_SpT	(I3)	? Reference for spectral types (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	SpT	(a10)	Spectral Type (3)	[ucd=src.spType]
#Column	RAJ2000	(A12)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F7.2)	[-114/209] Proper motion in RA; {mu}_{alpha}_\cos{delta}	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	[-196/165] Proper motion in DE; {mu}_{delta}_	[ucd=pos.pm;pos.eq.dec]
#Column	Dist	(F6.2)	[21.9/243] Distance	[ucd=pos.distance;pos.heliocentric]
#Column	r_RVel	(I3)	? Reference for radial velocities (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	RVel	(F7.3)	[-20/43]? Radial Velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	HR1	(F5.2)	[-1/1]? HR1 hardness ratio	[ucd=phot.flux;arith.ratio]
#Column	NUVmag	(F6.3)	[11.4/21.4]? GALEX NUV magnitude	[ucd=phot.mag;em.UV]
#Column	Gmag	(F6.3)	[5.9/12.1] Gaia DR1 (I/337) G-band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Jmag	(F5.2)	[5.5/11] 2MASS (II/246) J-band magnitude	[ucd=phot.mag;em.IR.J]
#Column	IRex	(F4.1)	[0/10.3]? IR Excess in N{sigma}	[ucd=phot.color.excess;em.IR]
#Column	r_Known	(I3)	? Membership candidacy in a young association references (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	Known	(a11)	Known Group	[ucd=meta.id]
#Column	r_Li	(I2)	? Lithium detection reference (see refs.dat file) [NULL integer written as an empty string]	[ucd=meta.ref;pos.frame]
#Column	Bin	(A1)	Binary flag (5)	[ucd=meta.code]
#Column	rvCat	(I3)	Display data from Kharchenko+, 2007, III/254 and RAVE DR5 (Kunder+, 2017, III/279) within 1.5" [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	Gaia	(A4)	Display the Gaia -DR1 (I/337) and -DR2 (I/345) data within 0.5"	[ucd=meta.ref.url]
#Column	2M	(A2)	Display the 2MASS data (II/246) within 3"	[ucd=meta.ref.url]
#Column	SimbadName	(a23)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	Set	Name	Assoc	r_SpT	SpT	RAJ2000	DEJ2000	pmRA	pmDE	Dist	r_RVel	RVel	HR1	NUVmag	Gmag	Jmag	IRex	r_Known	Known	r_Li	Bin	rvCat	Gaia	2M	SimbadName
208.01210833	-52.81003333	RCCM	HD 120641        	LCC   	 47	B8V       	13 52 02.906	-52 48 36.12	 -39.27	 -26.38	 93.60	   	       	     	      	 7.661	 7.03	 1.3	 45	Sco-Cen    	  	 	  0	Gaia	2M	HD 120641
133.18142917	-63.07158056	RCCM	TYC 8931-2967-1  	PL8   	 48	(G1)      	08 52 43.543	-63 04 17.69	 -13.35	  19.13	124.90	   	 22.100	 0.21	      	 9.979	 9.10	 1.5	 48	CAR        	  	 	  0	Gaia	2M	TYC 8931-2967-1
134.76844167	-60.86288611	RCCM	TYC 8927-2869-1  	PL8   	   	(G4)      	08 59 04.426	-60 51 46.39	 -12.60	  15.74	121.30	 13	 22.300	 0.04	      	10.697	 9.63	 2.4	 13	CAR        	13	 	  0	Gaia	2M	TYC 8927-2869-1
134.86962917	-54.78025000	RCCM	CD-54 2499       	PL8   	   	G5IV      	08 59 28.711	-54 46 48.90	 -15.65	  12.97	105.70	 13	 25.000	 0.33	      	 9.824	 8.78	 1.6	 13	CAR        	13	 	  0	Gaia	2M	CD-54 2499
135.43967917	-58.68499722	RCCM	TYC 8594-1049-1  	PL8   	 10	(G6)      	09 01 45.523	-58 41 05.99	 -14.30	  15.12	126.50	 10	 22.000	 0.32	      	10.843	 9.68	 2.8	 49	CAR        	10	 	  0	Gaia	2M	TYC 8594-1049-1
137.37217917	-55.64082778	RCCM	CD-55 2543       	PL8   	   	G8V       	09 09 29.323	-55 38 26.98	 -13.30	  13.45	117.50	 13	 23.000	 0.42	      	 9.951	 8.84	 1.8	 13	CAR        	13	 	  0	Gaia	2M	CD-55 2543
138.32022917	-55.48414722	RCCM	CD-54 2644       	PL8   	 10	G5V(e)    	09 13 16.855	-55 29 02.93	 -19.80	  11.60	134.00	 10	 22.800	 0.02	      	10.074	 8.87	 2.2	 50	CAR        	10	 	  0	Gaia	2M	CD-54 2644
138.78742083	-57.00926111	RCCM	TYC 8591-1338-1  	PL8   	 10	(G3)      	09 15 08.981	-57 00 33.34	 -16.10	  11.74	134.80	 10	       	     	      	10.164	 9.21	 1.9	 50	Carina-Vela	10	 	  0	Gaia	2M	TYC 8591-1338-1
138.85927083	-58.78992222	RCCM	TYC 8595-993-1   	PL8   	   	(G4)      	09 15 26.225	-58 47 23.72	 -13.70	  13.84	132.70	   	       	 0.81	      	10.489	 9.44	 2.7	 51	Carina-Vela	  	 	  0	Gaia	2M	TYC 8595-993-1
138.98985000	-59.18526111	RCCM	TYC 8595-1740-1  	PL8   	   	(G3)      	09 15 57.564	-59 11 06.94	 -15.00	  13.87	131.00	   	 22.000	 0.03	      	10.728	 9.75	 2.1	 51	CAR        	  	 	  0	Gaia	2M	TYC 8595-1740-1
060.16940833	+20.41327500	RCCM	HD 25161         	TAU   	   	A0        	04 00 40.658	+20 24 47.79	   4.61	 -14.19	118.90	 13	       	     	12.043	 8.013	 7.58	 2.0	 13	Nonmember  	13	 	  0	Gaia	2M	HD 25161
061.30982500	+20.13925000	RCCM	HD 284154        	TAU   	   	G0        	04 05 14.358	+20 08 21.30	   4.51	 -15.75	107.70	   	       	     	13.807	 8.318	 7.29	 1.9	 52	Nonmember  	  	 	  0	Gaia	2M	HD 284154
069.11520000	+18.66565556	RCCM	HD 29181         	TAU   	 11	F0        	04 36 27.648	+18 39 56.36	   0.07	 -13.14	136.10	   	       	     	13.218	 8.320	 7.80	 1.4	 53	Nonmember  	  	 	  0	Gaia	2M	HD 29181
073.83152917	+16.62023056	RCCM	HD 31315         	TAU   	  8	A0        	04 55 19.567	+16 37 12.83	  -2.52	 -16.25	109.10	   	       	     	11.404	 7.190	 6.99	 2.5	 54	Nonmember  	  	 	  0	Gaia	2M	HD 31315
076.20855417	+18.25386944	RCCM	HD 32561         	TAU   	  8	A2        	05 04 50.053	+18 15 13.93	  -2.79	 -15.21	111.60	   	       	     	12.198	 7.639	 7.34	 3.4	 54	Nonmember  	  	 	  0	Gaia	2M	HD 32561
076.87977500	+10.17685000	RCCM	2M0507+1010      	TAU   	  8	K2        	05 07 31.146	+10 10 36.66	  -2.20	 -13.00	111.40	   	       	-0.30	      	10.296	 9.04	 0.8	 54	Orion      	  	 	  0	Gaia	2M	2MASS J05073114+1010369
200.93480833	-45.19814167	RCCM	HD 116335        	UCL   	  8	F6V       	13 23 44.354	-45 11 53.31	 -25.60	 -17.18	141.90	   	       	     	14.203	 9.665	 8.86	 1.6	 53	LCC        	  	 	  0	Gaia	2M	HD 116335
201.25242083	-43.92250556	RCCM	HD 116553        	UCL   	 55	A9V       	13 25 00.581	-43 55 21.02	 -24.86	 -16.01	150.20	   	       	     	12.732	 8.572	 8.05	 2.4	 55	LCC        	  	 	  0	Gaia	2M	HD 116553
205.13342083	-46.52054722	RCCM	HD 118867        	UCL   	 19	F7V       	13 40 32.021	-46 31 13.97	 -26.97	 -19.53	139.80	   	       	     	      	 8.842	 7.96	 2.0	 53	LCC        	  	 	  0	Gaia	2M	HD 118867
226.90715000	-46.05443056	RCCM	LO Lup           	UCL   	 56	K2        	15 07 37.716	-46 03 15.95	 -16.19	 -21.41	150.10	   	       	     	      	11.195	 9.82	 2.9	 56	Lupus      	  	 	  0	Gaia	2M	LO Lup
227.17317083	-40.28595278	RCCM	HD 133971        	UCL   	   	A9V       	15 08 41.561	-40 17 09.43	 -25.96	 -23.10	116.40	   	       	 0.23	      	 8.175	 7.63	 1.2	 57	Sco-Cen    	  	 	  0	Gaia	2M	HD 133971
235.42110000	-34.01655278	RCCM	TYC 7335-194-1   	UCL   	 29	F5V       	15 41 41.064	-34 00 59.59	 -10.90	 -20.29	156.00	   	       	     	      	10.541	 8.95	 2.8	 53	Lupus      	  	 	  0	Gaia	2M	TYC 7335-194-1
241.22007917	-26.67061389	RCCM	HD 144049        	UCL   	 19	G0V       	16 04 52.819	-26 40 14.21	 -23.40	 -34.90	104.40	   	       	     	      	 9.353	 8.44	 1.6	 53	USCO       	  	 	  0	Gaia	2M	HD 144049
242.12785833	-38.47422778	RCCM	TYC 7851-810-1   	UCL   	 19	(K3)      	16 08 30.686	-38 28 27.22	  -9.20	 -25.17	150.80	   	       	     	      	10.569	 8.97	 3.4	 54	Lupus      	  	 	  0	Gaia	2M	TYC 7851-810-1
242.96109167	-27.55286667	RCCM	TYC 6801-214-1   	UCL   	 29	A5/7III:  	16 11 50.662	-27 33 10.32	 -20.15	 -34.50	 99.70	   	       	 0.49	      	 7.931	 7.34	 0.6	 53	Sco-Cen    	  	 	  0	Gaia	2M	TYC 6801-214-1
244.66254167	-35.40860833	RCCM	HD 146626        	UCL   	 29	F3V       	16 18 39.010	-35 24 30.99	 -13.99	 -31.02	131.40	   	       	 0.11	      	 8.582	 7.85	 0.0	 53	USCO       	  	 	  0	Gaia	2M	HD 146626
246.23457917	-31.56668611	RCCM	HD 147754        	UCL   	 19	A9V       	16 24 56.299	-31 34 00.07	  -9.84	 -23.38	150.00	   	       	     	      	 8.599	 8.10	 1.1	 54	USCO       	  	 	  0	Gaia	2M	HD 147754
248.46007083	-51.31720278	RCCM	CD-51 10295      	UCL   	 19	K2V(e)    	16 33 50.417	-51 19 01.93	 -24.80	 -42.90	 88.90	   	  5.000	 0.10	      	10.427	 8.63	 2.5	 54	USCO       	  	 	  0	Gaia	2M	CD-51 10295
285.52832083	-36.36174444	RCCM	HD 176497        	UCRA  	 58	A0IV      	19 02 06.797	-36 21 42.28	   4.50	 -28.55	170.00	 10	       	     	      	 8.342	 8.02	 0.9	 59	CRA        	10	 	  0	Gaia	2M	HD 176497
237.78287917	-25.64990556	RCCM	CD-25 11133      	USCO  	 10	(G3)      	15 51 07.891	-25 38 59.66	 -13.70	 -26.33	133.40	 10	       	     	      	 9.618	 8.62	 2.0	 60	UCL        	10	 	  0	Gaia	2M	CD-25 11133
239.02117917	-25.93593889	RCCM	HD 142540        	USCO  	 19	A2/3III   	15 56 05.083	-25 56 09.38	 -21.81	 -32.44	 94.70	   	       	 0.54	      	 7.608	 7.14	 2.0	 44	Sco-Cen    	  	 	  0	Gaia	2M	HD 142540
239.79945833	-26.58366111	RCCM	HD 143069        	USCO  	  9	A3V       	15 59 11.870	-26 35 01.18	 -17.66	 -20.11	127.00	   	       	 0.67	      	 8.070	 7.30	 1.5	 61	Sco-Cen    	  	 	  0	Gaia	2M	HD 143069
242.02169167	-24.92600000	RCCM	HD 144713        	USCO  	 14	F3/5V     	16 08 05.206	-24 55 33.60	 -14.22	 -23.96	148.30	   	       	 0.92	      	 8.989	 7.85	 1.9	 62	Sco-Cen    	  	 	  0	Gaia	2M	HD 144713
242.49182917	-22.40980278	RCCM	HD 145101        	USCO  	   	A3IV/V    	16 09 58.039	-22 24 35.29	 -10.38	 -25.84	145.40	   	       	     	      	 7.644	 7.03	 3.4	 63	Sco-Cen    	  	 	  0	Gaia	2M	HD 145101
247.83380833	-24.50150833	RCCM	ROXs 43A         	USCO  	 19	G5IVe     	16 31 20.114	-24 30 05.43	  -4.20	 -21.80	173.00	   	 -4.900	     	      	10.228	 7.90	10.3	 64	ROPH       	  	 	  1	Gaia	2M	ROXs 43A
087.12675833	-41.45840000	CCM 	CD-41 2076       	ABDMG 	 10	K5Ve      	05 48 30.422	-41 27 30.24	  13.50	  -6.50	 55.50	 10	 31.000	-0.06	      	11.012	 9.19	 2.2	 10	ABDMG      	10	 	  0	Gaia	2M	CD-41 2076
075.20542917	+15.44995000	CCM 	V1841 Ori        	BPMG  	 10	K2IV      	05 00 49.303	+15 26 59.82	  17.30	 -58.20	 52.35	 65	 18.100	-0.05	      	10.279	 8.41	 1.0	 65	BPMG       	10	 	  0	Gaia	2M	V1841 Ori
262.47945000	-54.26377778	CCM 	CD-54 7336       	BPMG  	 10	K1V       	17 29 55.068	-54 15 49.60	  -5.50	 -63.30	 69.40	  7	 -0.200	-0.11	      	 9.249	 7.94	 1.6	 10	BPMG       	10	 	  0	Gaia	2M	CD-54 7336
187.23505000	+26.54923889	CCM 	BD+27 2139       	CBER  	  5	K0III     	12 28 56.412	+26 32 57.26	 -13.90	  -8.60	 87.40	  5	  0.800	     	      	10.443	 9.21	 1.4	 66	CBER       	 5	 	  0	Gaia	2M	BD+27 2139
068.71175000	-35.78920278	CCM 	CD-36 1785       	COL   	 67	K1Ve      	04 34 50.820	-35 47 21.13	  32.66	   2.13	 86.70	  4	 23.000	-0.25	16.680	10.476	 9.30	 1.4	 68	COL        	  	 	  0	Gaia	2M	CD-36 1785
072.97326250	-46.78697500	CCM 	HD 31242         	COL   	 69	G5V       	04 51 53.583	-46 47 13.11	  30.05	  12.73	 84.10	 70	 20.000	 0.23	15.090	 9.673	 8.54	 2.2	 66	COL        	  	 	  1	Gaia	2M	HD 31242
073.27185000	-48.74402778	CCM 	HD 272836        	COL   	   	K2V(e)    	04 53 05.244	-48 44 38.50	  28.79	  15.30	 83.40	 70	 24.000	 0.15	17.430	10.247	 8.87	 1.9	 71	COL        	  	 	  0	Gaia	2M	HD 272836
081.59581667	-43.37670000	CCM 	CD-43 1846       	COL   	 72	G0        	05 26 22.996	-43 22 36.12	  19.53	  11.71	 93.20	 70	 24.000	 0.01	      	 8.902	 8.06	 2.5	 73	COL        	  	 	  1	Gaia	2M	CD-43 1846
096.52882500	-41.04822222	CCM 	CD-40 2458       	COL   	 74	K0V       	06 26 06.918	-41 02 53.60	   5.08	  12.75	 97.00	  7	 22.000	-0.20	15.940	 9.827	 8.53	 1.5	 73	COL        	  	 	  1	Gaia	2M	CD-40 2458
066.85602500	+14.26058333	CCM 	HD 285828        	HYA   	 14	K2        	04 27 25.446	+14 15 38.10	  96.90	 -11.37	 50.96	 70	 39.000	     	      	 9.944	 8.37	 0.0	 66	HYA        	  	 	  0	Gaia	2M	HD 285828
066.99614583	+18.50011111	CCM 	HD 285766        	HYA   	 75	K2        	04 27 59.075	+18 30 00.40	 105.10	 -34.80	 51.50	 76	 38.000	-0.18	      	 9.697	 8.15	    	 75	HYA        	  	 	  0	Gaia	2M	HD 285766
070.81582500	+17.06899444	CCM 	HD 29896         	HYA   	 10	K3        	04 43 15.798	+17 04 08.38	  99.70	 -40.40	 41.40	 10	 43.000	-0.31	17.160	 9.445	 8.00	 0.0	 10	HYA        	10	 	  0	Gaia	2M	HD 29896
165.52985000	-61.45849722	CCM 	HD 95766         	LCC   	 14	G0/2      	11 02 07.164	-61 27 30.59	 -30.25	   2.98	111.80	  7	 17.000	     	      	 9.031	 8.18	 0.0	 70	LCC        	  	 	  3	Gaia	2M	HD 95766
179.94170833	-61.02037778	CCM 	TYC 8973-2084-1  	LCC   	 14	K4V(e)    	11 59 46.010	-61 01 13.36	 -34.70	  -7.70	118.20	 70	 16.000	-0.03	      	10.906	 9.31	 1.8	 70	LCC        	  	 	  0	Gaia	2M	TYC 8973-2084-1
181.05969167	-64.31433611	CCM 	CPD-63 2126      	LCC   	 10	G8V       	12 04 14.326	-64 18 51.61	 -36.09	   0.92	 99.80	  7	 16.000	 0.32	      	 9.803	 8.81	 2.2	 65	LCC        	10	 	  0	Gaia	2M	CPD-63 2126
181.20322917	-64.16541389	CCM 	HD 104919        	LCC   	 10	G9V       	12 04 48.775	-64 09 55.49	 -38.52	  -4.10	100.80	 10	 15.000	 0.46	      	 9.214	 8.06	 2.0	 10	LCC        	10	 	  0	Gaia	2M	HD 104919
182.02005833	-50.76368889	CCM 	HD 105383        	LCC   	  5	B9V       	12 08 04.814	-50 45 49.28	 -33.98	 -10.18	114.00	  5	 16.000	     	      	 6.400	 6.45	 1.4	 77	LCC        	 5	 	  1	Gaia	2M	HD 105383
184.16729167	-70.12675833	CCM 	TYC 9231-1185-1  	LCC   	 78	K3IV(e)   	12 16 40.150	-70 07 36.33	 -36.37	  -7.98	109.70	 70	 13.000	 0.26	      	10.256	 8.80	 3.1	 70	LCC        	  	 	  1	Gaia	2M	TYC 9231-1185-1
185.31842083	-53.29587500	CCM 	HD 107441        	LCC   	 10	G8IV      	12 21 16.421	-53 17 45.15	 -35.17	 -12.26	112.50	 10	 13.000	-0.03	      	 9.213	 8.11	 2.0	 10	LCC        	10	 	  1	Gaia	2M	HD 107441
185.63827083	-53.56364722	CCM 	CD-52 5008       	LCC   	 79	G2IV      	12 22 33.185	-53 33 49.13	 -28.05	 -10.06	137.80	  7	 16.000	 0.00	      	 9.175	 8.17	 1.8	 10	LCC        	13	 	  0	Gaia	2M	CD-52 5008
194.03870000	-61.45714722	CCM 	HD 112245        	LCC   	 10	K0Ve      	12 56 09.288	-61 27 25.73	 -51.44	 -17.21	 76.70	 10	 11.000	 0.17	      	 9.064	 7.82	 1.7	 10	LCC        	10	 	  0	Gaia	2M	HD 112245
198.36685833	-60.01245000	CCM 	CD-59 4629       	LCC   	 10	G3V       	13 13 28.046	-60 00 44.82	 -28.49	 -10.39	124.10	  7	 12.000	 0.36	      	 9.843	 8.73	 1.2	 10	LCC        	10	 	  0	Gaia	2M	CD-59 4629
200.33417083	-59.06234167	CCM 	TYC 8674-2317-1  	LCC   	 11	(K4)      	13 21 20.201	-59 03 44.43	 -32.49	 -18.77	106.40	  7	 16.000	     	      	10.334	 8.55	 2.1	 54	LCC        	  	 	  0	Gaia	2M	TYC 8674-2317-1
201.71387917	-49.77419167	CCM 	CD-49 7937       	LCC   	 10	G0        	13 26 51.331	-49 46 27.09	 -30.30	 -17.08	129.50	 10	 10.000	     	      	10.083	 9.09	 2.0	 54	LCC        	10	 	  1	Gaia	2M	CD-49 7937
203.58417083	-52.67678333	CCM 	HD 117884        	LCC   	 10	G2IV      	13 34 20.201	-52 40 36.42	 -35.86	 -20.39	114.00	 10	 10.000	 0.44	      	 9.118	 8.06	 2.4	 54	LCC        	10	 	  0	Gaia	2M	HD 117884
015.31978333	-45.94357500	CCM 	CD-46 287        	OCT   	  8	K6Ve      	01 01 16.748	-45 56 36.87	  33.91	  23.19	 76.00	 80	 10.000	 0.09	18.330	11.224	 9.45	 2.1	 54	OCT        	  	 	  0	Gaia	2M	CD-46 287
055.34579583	+23.48674722	CCM 	HD 22887         	PLE   	 10	F0V       	03 41 22.991	+23 29 12.29	  21.51	 -45.25	127.40	 10	  3.000	     	      	 9.037	 8.28	 1.1	 81	PLE        	10	 	  1	Gaia	2M	HD 22887
055.95181250	+25.18987500	CCM 	Cl Melotte 22 173	PLE   	 10	K0V       	03 43 48.435	+25 11 23.55	  22.60	 -49.20	129.30	 10	  5.700	     	      	10.545	 9.33	 1.1	 54	PLE        	10	 	  0	Gaia	2M	Cl Melotte 22 173
055.99510417	+23.88253889	CCM 	HD 23195         	PLE   	 82	F6V       	03 43 58.825	+23 52 57.14	  22.70	 -45.66	147.00	 70	  5.800	     	      	 9.496	 8.60	 1.3	 83	PLE        	  	 	  0	Gaia	2M	HD 23195
056.17434167	+22.46435833	CCM 	TYC 1260-498-1   	PLE   	 52	(G4)      	03 44 41.842	+22 27 51.69	  22.70	 -44.94	137.00	 84	  6.100	 1.00	      	10.511	 9.48	 0.7	 84	PLE        	10	 	  0	Gaia	2M	TYC 1260-498-1
056.54193750	+23.33980556	CCM 	BD+22 548        	PLE   	 10	G0V       	03 46 10.065	+23 20 23.30	  21.00	 -49.87	116.30	 10	  6.700	     	      	 9.959	 8.97	 0.5	 54	PLE        	10	 	  0	Gaia	2M	BD+22 548
056.72403750	+23.58336667	CCM 	BD+23 527        	PLE   	   	G0V       	03 46 53.769	+23 35 00.12	  21.90	 -44.28	139.00	 84	  4.000	     	      	10.326	 9.35	 2.1	 84	PLE        	  	 	  2	Gaia	2M	BD+23 527
056.72891250	+24.79614722	CCM 	V1046 Tau        	PLE   	 10	G5        	03 46 54.939	+24 47 46.13	  17.20	 -46.60	123.10	 10	  5.800	     	      	10.354	 9.27	 0.6	 54	PLE        	10	 	  0	Gaia	2M	V1046 Tau
060.03925000	 +8.30417778	CCM 	BD+07 582A       	TAU   	 35	K0        	04 00 09.420	+08 18 15.04	  12.63	  -8.42	106.20	  7	 13.800	 0.27	      	10.263	 8.52	 0.0	 54	TAU        	  	 	  0	Gaia	2M	BD+07 582A
031.88497083	-59.67261111	CCM 	CD-60 416        	THA   	 10	K5Ve      	02 07 32.393	-59 40 21.40	  93.58	 -22.90	 44.68	 10	 10.400	-0.08	17.420	 9.746	 8.33	    	 54	THA        	10	 	  0	Gaia	2M	CD-60 416
052.70512083	-45.93262222	CCM 	CD-46 1064       	THA   	 10	K3V       	03 30 49.229	-45 55 57.44	  88.68	  -6.18	 43.18	 10	 13.000	-0.06	      	 9.297	 7.77	 2.4	 53	THA        	10	 	  1	Gaia	2M	CD-46 1064
079.62121250	-30.02560000	CCM 	CD-30 2310       	THA   	  8	K4Ve      	05 18 29.091	-30 01 32.16	  39.10	  -2.70	 65.30	  6	 21.000	-0.07	18.810	11.055	 9.13	 2.5	 54	THA        	  	 	  0	Gaia	2M	CD-30 2310
351.95910833	-86.22203611	CCM 	CD-86 147        	THA   	 10	G8IV      	23 27 50.186	-86 13 19.33	  52.23	 -42.27	 63.42	 10	  9.000	-0.01	14.589	 9.106	 7.95	 0.0	 54	THA        	10	 	  0	Gaia	2M	CD-86 147
200.51847917	-45.05650000	CCM 	HD 116099        	UCL   	 10	G2IV      	13 22 04.435	-45 03 23.40	 -23.30	 -15.94	141.60	  5	 14.000	 0.53	14.890	 9.887	 8.96	 2.4	 85	UCL        	10	 	  0	Gaia	2M	HD 116099
204.70555000	-42.62326389	CCM 	TYC 7796-286-1   	UCL   	 10	K3.5IV    	13 38 49.332	-42 37 23.75	 -28.62	 -20.71	126.30	 10	  6.000	-0.35	      	11.022	 9.52	 1.6	 54	UCL        	10	 	  1	Gaia	2M	TYC 7796-286-1
206.10164167	-47.10952500	CCM 	TYC 8266-2914-1  	UCL   	 10	K2IVn     	13 44 24.394	-47 06 34.29	 -25.10	 -19.40	138.40	 10	  6.000	 0.35	16.770	10.144	 8.67	 3.1	 54	UCL        	10	 	  2	Gaia	2M	TYC 8266-2914-1
206.42470833	-49.08312222	CCM 	HD 119658        	UCL   	 10	F6V       	13 45 41.930	-49 04 59.24	 -24.36	 -17.77	141.40	 10	  9.000	-0.01	13.714	 9.065	 8.37	 2.3	 54	UCL        	10	 	  0	Gaia	2M	HD 119658
212.26475833	-44.64573056	CCM 	HD 123484        	UCL   	 19	K0/1      	14 09 03.542	-44 38 44.63	 -21.97	 -19.30	149.00	  7	  7.000	 0.67	      	 9.239	 8.24	 1.8	 54	UCL        	  	 	  1	Gaia	2M	HD 123484
221.88224167	-48.00165278	CCM 	CD-47 9419       	UCL   	 10	G6V       	14 47 31.738	-48 00 05.95	 -26.60	 -20.46	131.10	 10	  8.000	 0.50	      	10.383	 9.42	 1.4	 85	UCL        	10	 	  0	Gaia	2M	CD-47 9419
224.33167083	-36.20772500	CCM 	CD-35 9918       	UCL   	 29	G8V       	14 57 19.601	-36 12 27.81	 -24.50	 -24.72	136.80	 86	  4.300	 0.69	      	 9.944	 8.77	 2.1	 87	UCL        	  	 	  0	Gaia	2M	CD-35 9918
225.29805833	-41.34469444	CCM 	2M1501-4120      	UCL   	 10	G3V       	15 01 11.534	-41 20 40.90	 -16.60	 -19.40	178.00	 10	  6.000	 0.36	      	 9.933	 8.75	 1.6	 88	UCL        	10	 	  0	Gaia	2M	2MASS J15011155-4120406
225.49494167	-47.92966667	CCM 	CD-47 9621       	UCL   	 19	G4V       	15 01 58.786	-47 55 46.80	 -23.40	 -23.08	140.50	 80	  8.000	 0.42	      	 9.901	 8.91	 2.5	 55	UCL        	  	 	  0	Gaia	2M	CD-47 9621
227.22790833	-43.05393333	CCM 	TYC 7829-2168-1  	UCL   	 89	K3IV      	15 08 54.698	-43 03 14.16	 -20.46	 -26.11	136.00	 86	  3.000	-0.05	      	10.882	 9.53	 2.3	 89	UCL        	  	 	  1	Gaia	2M	TYC 7829-2168-1
229.50707083	-53.29148889	CCM 	CD-52 6550       	UCL   	 10	G9IV      	15 18 01.697	-53 17 29.36	 -28.70	 -32.38	104.20	  5	  5.000	-0.04	      	 9.849	 8.51	 2.1	 54	UCL        	10	 	  0	Gaia	2M	CD-52 6550
229.75072083	-33.05783611	CCM 	HD 135932        	UCL   	 10	F8V       	15 19 00.173	-33 03 28.21	 -16.10	 -20.24	165.50	 10	  0.000	     	14.556	 9.775	 8.81	 1.4	 85	UCL        	10	 	  1	Gaia	2M	HD 135932
236.71569167	-49.31808889	CCM 	HD 329929        	UCL   	 90	K0V       	15 46 51.766	-49 19 05.12	 -19.70	 -27.95	128.30	 80	  6.000	 0.07	      	10.048	 8.77	 1.1	 88	UCL        	  	 	  0	Gaia	2M	HD 329929
239.99267083	-38.40892778	CCM 	HD 143099        	UCL   	   	F5V       	15 59 58.241	-38 24 32.14	 -17.80	 -27.19	136.20	 91	  0.000	 0.19	      	 9.131	 8.32	 1.7	 54	UCL        	  	 	  1	Gaia	2M	HD 143099
